sku_id,class,total_demand,total_sales,total_lost,avg_inventory,fill_rate,cycle_service_level,cycles_without_stockout,num_cycles,turnover,DOI,stockout_cost,holding_cost,ordering_cost,total_cost
SKU0070,CZ,497.0,497.0,0.0,264.39130434782606,1.0,1.0,2,2,1.8797895083045553,48.941649899396374,0.0,1240.524,50.0,1290.524
SKU0071,AY,1267.0,1267.0,0.0,360.0978260869565,1.0,1.0,3,3,3.5184883334842585,26.14759273875296,0.0,17889.20617808219,100.0,17989.20617808219
SKU0072,AY,1253.0,1253.0,0.0,375.85869565217394,1.0,1.0,3,3,3.333699644292779,27.596967278531526,0.0,19701.266828767126,100.0,19801.266828767126
SKU0073,AY,990.0,990.0,0.0,474.7282608695652,1.0,1.0,2,2,2.085403548941042,44.11616161616162,0.0,16282.39897260274,50.0,16332.39897260274
SKU0074,AX,1639.0,1279.0,360.0,123.73913043478261,0.7803538743136058,0.2,1,5,13.245607870695713,6.945698596705308,268743.60000000003,5357.653479452056,250.0,274351.2534794521
SKU0076,BZ,844.0,844.0,0.0,214.6413043478261,1.0,1.0,3,3,3.932141591127766,23.39691943127962,0.0,12851.915664383565,100.0,12951.915664383565
SKU0077,AX,1174.0,1174.0,0.0,327.5978260869565,1.0,1.0,3,3,3.5836623643783803,25.67206132879046,0.0,23346.784130136984,100.0,23446.784130136984
SKU0078,BZ,461.0,461.0,0.0,356.70652173913044,1.0,1.0,2,2,1.292378949934485,71.18655097613882,0.0,15691.920575342469,50.0,15741.920575342469
SKU0079,CZ,435.0,435.0,0.0,336.4130434782609,1.0,1.0,1,1,1.2930533117932148,71.14942528735632,0.0,7846.24897260274,50.0,7896.24897260274
SKU0081,CZ,421.0,421.0,0.0,425.3369565217391,1.0,1.0,1,1,0.9898034806163911,92.94774346793349,0.0,2217.8700342465754,50.0,2267.8700342465754
SKU0082,AX,2158.0,2037.0,121.0,178.68478260869566,0.9439295644114921,0.16666666666666666,1,6,12.077133645598881,7.617701575532902,71029.42,12026.930034246578,300.0,83356.35003424657
SKU0083,AX,2177.0,2149.0,28.0,211.52173913043478,0.9871382636655949,0.8333333333333334,5,6,10.292086330935252,8.938906752411574,14011.759999999998,11730.647945205481,250.0,25992.40794520548
SKU0084,AX,1692.0,1692.0,0.0,531.3695652173913,1.0,1.0,3,3,3.18422452235814,28.89243498817967,0.0,24921.14526027397,100.0,25021.14526027397
SKU0085,CZ,656.0,656.0,0.0,441.54347826086956,1.0,1.0,2,2,1.4856974053468563,61.92378048780488,0.0,9428.755726027397,50.0,9478.755726027397
SKU0087,AY,950.0,950.0,0.0,210.41304347826087,1.0,1.0,4,4,4.514929228226056,20.37684210526316,0.0,12967.871164383563,150.0,13117.871164383563
SKU0088,CX,1718.0,1551.0,167.0,210.69565217391303,0.9027939464493597,0.2,1,5,8.153941394964919,11.282887077997671,27451.46,2766.601315068493,200.0,30418.06131506849
SKU0090,AY,955.0,955.0,0.0,374.82608695652175,1.0,1.0,2,2,2.5478482774620113,36.10890052356021,0.0,27622.156383561647,100.0,27722.156383561647
SKU0091,AX,1275.0,1275.0,0.0,431.10869565217394,1.0,1.0,3,3,2.9574907972366495,31.10745098039216,0.0,25303.269369863017,100.0,25403.269369863017
SKU0092,BZ,478.0,478.0,0.0,360.7173913043478,1.0,1.0,2,2,1.325137106008558,69.42677824267781,0.0,24510.361315068494,50.0,24560.361315068494
SKU0093,AX,1438.0,1432.0,6.0,337.0108695652174,0.9958275382475661,0.6666666666666666,2,3,4.266924689566199,21.561196105702365,3365.82,13861.995719178083,100.0,17327.815719178085
SKU0094,AY,1542.0,1542.0,0.0,503.3804347826087,1.0,1.0,3,3,3.0632894992550366,30.03307392996109,0.0,14314.856979452057,100.0,14414.856979452057
SKU0095,AY,1590.0,1481.0,109.0,278.3152173913044,0.9314465408805032,0.25,1,4,5.7129466900995896,16.10377358490566,124653.48999999996,16158.508767123292,150.0,140961.99876712327
SKU0096,CZ,645.0,645.0,0.0,324.8478260869565,1.0,1.0,3,3,1.9855450712708294,46.33488372093023,0.0,413.49123287671233,100.0,513.4912328767123
SKU0097,AX,1623.0,1551.0,72.0,288.69565217391306,0.955637707948244,0.3333333333333333,1,3,5.62183734939759,16.364756623536664,31783.680000000004,15882.334246575343,150.0,47816.014246575345
SKU0100,AY,1135.0,1135.0,0.0,356.1195652173913,1.0,1.0,4,4,3.187131825534902,28.866079295154186,0.0,21269.919123287673,150.0,21419.919123287673
SKU0101,BZ,628.0,628.0,0.0,366.6847826086956,1.0,1.0,2,2,1.7126426559952572,53.718152866242036,0.0,21417.56589041096,50.0,21467.56589041096
SKU0102,AX,1206.0,1206.0,0.0,287.3369565217391,1.0,1.0,4,4,4.197162852279176,21.9195688225539,0.0,17751.82674657534,150.0,17901.82674657534
SKU0103,AY,658.0,658.0,0.0,389.9347826086956,1.0,1.0,2,2,1.6874616714054749,54.51975683890577,0.0,22396.187342465753,50.0,22446.187342465753
SKU0104,CZ,431.0,431.0,0.0,373.42391304347825,1.0,1.0,2,2,1.1541842526560908,79.70997679814384,0.0,2930.0579452054794,50.0,2980.0579452054794
SKU0105,AX,1160.0,1002.0,158.0,174.02173913043478,0.8637931034482759,0.25,1,4,6.665833853841349,13.801724137931036,187713.47999999998,12422.77308219178,150.0,200286.25308219175
SKU0106,AX,1538.0,1538.0,0.0,368.32608695652175,1.0,1.0,4,4,4.17564776013693,22.03250975292588,0.0,20487.800534246577,150.0,20637.800534246577
SKU0107,AY,840.0,840.0,0.0,471.07608695652175,1.0,1.0,2,2,1.7831514340432404,51.59404761904762,0.0,29506.73478082192,50.0,29556.73478082192
SKU0108,BZ,507.0,507.0,0.0,299.2391304347826,1.0,1.0,2,2,1.6942971304031964,54.299802761341226,0.0,22207.84760273973,50.0,22257.84760273973
SKU0109,AX,1218.0,1218.0,0.0,400.85869565217394,1.0,1.0,3,3,3.038477182136175,30.278325123152708,0.0,28581.477595890417,100.0,28681.477595890417
SKU0111,BZ,721.0,721.0,0.0,267.85869565217394,1.0,1.0,3,3,2.6917177291725842,34.17891816920943,0.0,20123.71010273973,100.0,20223.71010273973
SKU0112,CZ,511.0,511.0,0.0,399.4891304347826,1.0,1.0,2,2,1.27913367616249,71.92367906066536,0.0,15214.735068493152,50.0,15264.735068493152
SKU0114,AZ,537.0,537.0,0.0,403.2173913043478,1.0,1.0,1,1,1.3317877938322191,69.08007448789571,0.0,24101.982630136987,0.0,24101.982630136987
SKU0117,AX,1726.0,1623.0,103.0,277.95652173913044,0.9403244495944381,0.5,2,4,6.209604254653527,14.815758980301275,89355.59000000001,16116.315123287672,150.0,105621.90512328768
SKU0118,AX,2002.0,2002.0,0.0,485.55434782608694,1.0,1.0,3,3,4.123122383649347,22.313186813186814,0.0,13995.79145890411,150.0,14145.79145890411
SKU0119,AY,1643.0,1551.0,92.0,185.47826086956522,0.9440048691418138,0.25,1,4,8.858180965775903,10.385879488740109,43354.08,8581.672602739727,200.0,52135.752602739725
SKU0120,AY,1253.0,1253.0,0.0,308.5978260869565,1.0,1.0,4,4,4.060300799549153,22.658419792498,0.0,22408.27735616438,150.0,22558.27735616438
SKU0121,AY,2016.0,1812.0,204.0,272.55434782608694,0.8988095238095238,0.25,1,4,7.396689930209372,12.43799603174603,219475.43999999997,18192.42773972603,150.0,237817.867739726
SKU0122,CX,1576.0,1489.0,87.0,324.1847826086956,0.9447969543147208,0.3333333333333333,1,3,4.861424979044426,18.924492385786802,6516.299999999999,2541.049143835616,100.0,9157.349143835616
SKU0123,AX,2026.0,2015.0,11.0,269.32608695652175,0.9945705824284304,0.75,3,4,7.5224796190168695,12.230009871668313,7329.8499999999985,7542.694739726028,200.0,15072.544739726027
SKU0124,AY,2074.0,2074.0,0.0,330.57608695652175,1.0,1.0,5,5,6.273896031302403,14.663934426229508,0.0,21468.661684931507,200.0,21668.661684931507
SKU0125,AY,1457.0,1457.0,0.0,449.3695652173913,1.0,1.0,3,3,3.2423201586764065,28.374742621825668,0.0,15046.789013698632,100.0,15146.789013698632
SKU0127,BZ,615.0,615.0,0.0,252.07608695652175,1.0,1.0,3,3,2.4397395541373808,37.708943089430896,0.0,6174.524328767125,100.0,6274.524328767125
SKU0128,AX,1462.0,1217.0,245.0,151.42391304347825,0.832421340629275,0.25,1,4,9.6550139975594,9.528727770177838,411428.5,11060.450657534248,150.0,422638.95065753424
SKU0129,CZ,521.0,521.0,0.0,448.4021739130435,1.0,1.0,2,2,1.161903376724117,79.18042226487525,0.0,20063.08573972603,50.0,20113.08573972603
SKU0130,BZ,421.0,421.0,0.0,312.19565217391306,1.0,1.0,2,2,1.3485133347259939,68.22327790973871,0.0,17660.882383561646,50.0,17710.882383561646
SKU0131,BZ,521.0,521.0,0.0,405.0217391304348,1.0,1.0,2,2,1.2863507058128925,71.52015355086374,0.0,25913.424027397265,50.0,25963.424027397265
SKU0133,AY,1057.0,1057.0,0.0,424.4673913043478,1.0,1.0,2,2,2.4901795088474046,36.94512771996215,0.0,26429.77029452055,50.0,26479.77029452055
SKU0134,AX,2162.0,2162.0,0.0,292.8369565217391,1.0,1.0,5,5,7.382947923239672,12.461147086031453,0.0,8016.608246575343,200.0,8216.608246575342
SKU0136,AY,1629.0,1629.0,0.0,312.7173913043478,1.0,1.0,3,3,5.20917622523462,17.661141804788215,0.0,20406.797465753425,150.0,20556.797465753425
SKU0137,AY,680.0,680.0,0.0,287.4347826086956,1.0,1.0,2,2,2.3657540462864923,38.88823529411764,0.0,16855.514273972603,50.0,16905.514273972603
SKU0139,BZ,503.0,503.0,0.0,429.7282608695652,1.0,1.0,2,2,1.170507145567219,78.59840954274354,0.0,17485.301506849315,50.0,17535.301506849315
SKU0142,AX,1749.0,1749.0,0.0,354.2391304347826,1.0,1.0,3,3,4.937342743172752,18.633504859919956,0.0,17530.518150684933,100.0,17630.518150684933
SKU0143,BZ,786.0,786.0,0.0,504.7826086956522,1.0,1.0,2,2,1.5571059431524548,59.08396946564886,0.0,19308.543287671233,50.0,19358.543287671233
SKU0144,AY,1989.0,1989.0,0.0,444.94565217391306,1.0,1.0,3,3,4.470208867717112,20.580693815987935,0.0,27939.819760273975,100.0,28039.819760273975
SKU0145,CZ,877.0,877.0,0.0,442.4673913043478,1.0,1.0,3,3,1.9820669663694206,46.41619156214367,0.0,10769.510835616438,100.0,10869.510835616438
SKU0147,AX,1565.0,1565.0,0.0,344.5326086956522,1.0,1.0,4,4,4.54238571473641,20.25367412140575,0.0,19561.391054794523,150.0,19711.391054794523
SKU0150,AY,1179.0,1179.0,0.0,421.5217391304348,1.0,1.0,3,3,2.7970087674058792,32.89228159457167,0.0,26454.069178082194,100.0,26554.069178082194
