sku_id,class,current_rop,current_order_quantity,unit_cost,current_safety_stock,proposed_rop,proposed_safety_stock,proposed_order_quantity,target_service_level,calibration_service_floor,calibration_fill_rate,calibration_service_floor_met,selection_status,current_fill_rate,current_avg_inventory,current_total_cost,proposed_fill_rate,proposed_avg_inventory,proposed_total_cost,intervention,rop_delta_units,safety_stock_delta_units,order_quantity_delta_units,fill_delta_pp,avg_on_hand_delta_units,avg_on_hand_value_delta,modeled_cost_saving,policy_mode,recommended_action,priority_rank
SKU0031,AY,103.0,749.0,1079.1,49.0,134.50499765334897,26.33286928449845,375.0,97,0.97,1.0,True,minimum_cost_feasible,0.9655172413793104,328.30434782608694,93319.94602739727,0.9976489028213166,222.42391304347825,20108.209520547945,protect_strategic_value,31.504997653348966,-22.66713071550155,-374.0,3.2131661442006187,-105.88043478260869,-114255.57717391303,73211.73650684932,daily_dynamic_rop_next_day_forecast,raise ROP + lower Q,11
SKU0082,AX,149.0,384.0,1068.15,31.0,213.38138466586557,33.63179833097473,192.0,99,0.97,1.0,True,minimum_cost_feasible,0.9439295644114921,178.68478260869566,83356.35003424657,0.9800741427247451,110.04347826086956,33248.67547945205,protect_strategic_value,64.38138466586557,2.631798330974732,-192.0,3.6144578313253017,-68.6413043478261,-73319.20923913045,50107.67455479452,daily_dynamic_rop_next_day_forecast,raise ROP + lower Q,12
SKU0097,AX,100.0,647.0,873.05,28.0,137.1088259340833,1.6422194343928975,324.0,99,0.97,0.9995487364620939,True,minimum_cost_feasible,0.955637707948244,288.69565217391306,47816.014246575345,0.9907578558225508,166.3586956521739,16023.67551369863,protect_strategic_value,37.10882593408331,-26.3577805656071,-323.0,3.512014787430684,-122.33695652173915,-106806.27989130437,31792.338732876713,daily_dynamic_rop_next_day_forecast,raise ROP + lower Q,13
SKU0119,AY,140.0,411.0,734.25,67.0,214.84757847173623,11.196597560427602,206.0,97,0.97,1.0,True,minimum_cost_feasible,0.9440048691418138,185.47826086956522,52135.752602739725,0.9738283627510651,136.9891304347826,27001.506815068493,protect_strategic_value,74.84757847173623,-55.803402439572395,-205.0,2.9823493609251295,-48.48913043478262,-35603.14402173914,25134.245787671232,daily_dynamic_rop_next_day_forecast,raise ROP + lower Q,14
SKU0095,AY,152.0,587.0,921.36,70.0,212.36526100783666,6.822053739132433,294.0,97,0.97,1.0,True,minimum_cost_feasible,0.9314465408805032,278.3152173913044,140961.99876712327,0.939622641509434,139.91304347826087,118209.67364383559,protect_strategic_value,60.365261007836665,-63.177946260867564,-293.0,0.8176100628930816,-138.4021739130435,-127518.22695652176,22752.32512328768,daily_dynamic_rop_next_day_forecast,raise ROP + lower Q,15
SKU0052,AZ,196.0,641.0,1175.64,57.0,92.53789405150513,0.0,321.0,90,0.98,1.0,True,minimum_cost_feasible,1.0,463.6521739130435,34398.013589041104,1.0,178.22826086956522,13303.403479452058,reduce_overstock,-103.46210594849487,-57.0,-320.0,0.0,-285.42391304347825,-335555.7691304348,21094.610109589048,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,16
SKU0109,AX,173.0,567.0,1131.51,55.0,58.07683425887991,11.411106218357386,284.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,400.85869565217394,28681.477595890417,1.0,158.15217391304347,11476.349657534247,protect_strategic_value,-114.92316574112009,-43.58889378164261,-283.0,0.0,-242.70652173913047,-274624.8564130435,17205.12793835617,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,17
SKU0007,AX,160.0,527.0,1191.09,79.0,97.59655870259054,22.118361254849088,264.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,358.05434782608694,27073.764171232873,1.0,156.20652173913044,12074.078349315068,protect_strategic_value,-62.40344129740946,-56.88163874515091,-263.0,0.0,-201.8478260869565,-240418.927173913,14999.685821917805,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,18
SKU0054,CX,101.0,582.0,177.87,29.0,186.9451219512195,4.75,291.0,90,0.95,0.8866995073891626,False,no_feasible_candidate_best_service,0.9489281210592686,250.57608695652175,16035.15856849315,1.0,201.5,2558.461684931507,correct_understock,85.9451219512195,-24.25,-291.0,5.10718789407314,-49.07608695652175,-8729.163586956523,13476.696883561643,daily_dynamic_rop_next_day_forecast,Review SLA/grid feasibility,19
SKU0131,BZ,100.0,721.0,1015.34,18.0,38.62091214207824,3.8737935737426463,361.0,85,0.98,1.0,True,minimum_cost_feasible,1.0,405.0217391304348,25963.424027397265,1.0,197.52173913043478,12687.505808219179,reduce_overstock,-61.37908785792176,-14.126206426257355,-360.0,0.0,-207.50000000000003,-210683.05000000005,13275.918219178086,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,20
SKU0013,BZ,154.0,716.0,529.56,47.0,74.10858728079839,3.3498095212975,358.0,85,0.98,1.0,True,minimum_cost_feasible,1.0,564.2065217391304,18877.308849315064,1.0,167.29347826086956,5682.505452054794,reduce_overstock,-79.89141271920161,-43.6501904787025,-358.0,0.0,-396.9130434782608,-210189.27130434779,13194.803397260272,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,21
SKU0111,BZ,134.0,353.0,1192.25,69.0,49.49973896372573,3.3669370246912123,177.0,85,0.98,1.0,True,minimum_cost_feasible,1.0,267.85869565217394,20223.71010273973,1.0,99.66304347826087,7687.493321917809,reduce_overstock,-84.50026103627427,-65.63306297530879,-176.0,0.0,-168.19565217391306,-200531.26630434784,12536.21678082192,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,22
SKU0106,AX,122.0,558.0,882.73,15.0,66.75638247905252,7.985985654760688,279.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,368.32608695652175,20637.800534246577,1.0,140.8804347826087,8136.344883561645,protect_strategic_value,-55.24361752094748,-7.014014345239312,-279.0,0.0,-227.44565217391306,-200773.10054347827,12501.455650684933,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,23
SKU0088,CX,101.0,472.0,208.38,36.0,137.5691056910569,4.0,236.0,90,0.95,1.0,True,minimum_cost_feasible,0.9027939464493597,210.69565217391303,30418.06131506849,0.9423748544819558,121.26086956521739,18265.871561643835,correct_understock,36.569105691056905,-32.0,-236.0,3.9580908032596063,-89.43478260869564,-18636.42,12152.189753424656,daily_dynamic_rop_next_day_forecast,raise ROP + lower Q,24
SKU0063,AY,213.0,795.0,944.97,75.0,152.9364221907647,3.557318708520027,398.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,433.94565217391306,25939.751582191784,1.0,239.84782608695653,14431.99179452055,protect_strategic_value,-60.06357780923531,-71.44268129147997,-397.0,0.0,-194.09782608695653,-183416.62271739132,11507.759787671233,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,25
SKU0058,AY,140.0,397.0,1111.68,33.0,51.71101963793795,6.736985590600664,199.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,296.4673913043478,20917.857534246577,1.0,131.2608695652174,9444.964164383564,protect_strategic_value,-88.28898036206205,-26.263014409399336,-198.0,0.0,-165.2065217391304,-183656.7860869565,11472.893369863014,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,26
SKU0053,BZ,123.0,614.0,892.04,12.0,99.42985888420296,0.0,307.0,85,0.98,1.0,True,minimum_cost_feasible,1.0,366.64130434782606,20659.17893150685,1.0,163.08695652173913,9267.238465753426,reduce_overstock,-23.570141115797043,-12.0,-307.0,0.0,-203.55434782608694,-181578.62043478258,11391.940465753423,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,27
SKU0005,AY,200.0,656.0,800.79,53.0,61.74366308634779,3.4116965970437505,328.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,472.89130434782606,23962.445027397258,1.0,248.2826086956522,12678.524095890412,protect_strategic_value,-138.2563369136522,-49.58830340295625,-328.0,0.0,-224.60869565217388,-179864.39739130432,11283.920931506846,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,28
SKU0091,AX,136.0,745.0,931.44,39.0,49.411754828361154,3.8764043933927574,373.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,431.10869565217394,25403.269369863017,1.0,245.19565217391303,14491.38597260274,protect_strategic_value,-86.58824517163885,-35.12359560660724,-372.0,0.0,-185.9130434782609,-173166.84521739135,10911.883397260277,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,29
SKU0057,AX,92.0,716.0,1126.17,42.0,85.35186685519332,8.903535470356786,358.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,355.30434782608694,25363.866410958904,1.0,203.54347826086956,14694.287273972604,protect_strategic_value,-6.648133144806678,-33.096464529643214,-358.0,0.0,-151.76086956521738,-170908.53847826086,10669.5791369863,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,30
SKU0120,AY,137.0,554.0,1152.34,76.0,132.65047810525678,24.22249660203703,277.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,308.5978260869565,22558.27735616438,1.0,161.06521739130434,11945.461726027397,protect_strategic_value,-4.349521894743219,-51.777503397962974,-277.0,0.0,-147.53260869565216,-170007.7263043478,10612.815630136984,daily_dynamic_rop_next_day_forecast,lower Q,31
SKU0130,BZ,156.0,402.0,897.74,42.0,41.03122264613887,0.0,201.0,85,0.98,1.0,True,minimum_cost_feasible,1.0,312.19565217391306,17710.882383561646,1.0,126.48913043478261,7205.479712328768,reduce_overstock,-114.96877735386113,-42.0,-201.0,0.0,-185.70652173913044,-166716.17282608696,10505.402671232878,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,32
SKU0107,AY,191.0,678.0,994.02,46.0,53.18895337022162,1.0438999214506404,339.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,471.07608695652175,29556.73478082192,0.9988095238095238,294.4347826086956,19230.185178082193,protect_strategic_value,-137.8110466297784,-44.95610007854936,-339.0,-0.11904761904761862,-176.64130434782612,-175584.9893478261,10326.549602739728,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,33
SKU0008,CZ,177.0,491.0,531.57,41.0,57.548265056586686,0.0,246.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,426.5,14336.125794520549,1.0,117.21739130434783,4026.336219178083,reduce_overstock,-119.45173494341331,-41.0,-245.0,0.0,-309.2826086956522,-164405.35630434784,10309.789575342465,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,34
SKU0112,CZ,145.0,535.0,604.4,72.0,21.09287408737384,0.16583788733345983,268.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,399.4891304347826,15264.735068493152,1.0,132.25,5136.804657534247,reduce_overstock,-123.90712591262616,-71.83416211266655,-267.0,0.0,-267.2391304347826,-161519.3304347826,10127.930410958905,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,35
SKU0123,AX,123.0,506.0,444.44,41.0,137.19876078338987,11.648304966669569,253.0,99,0.97,1.0,True,minimum_cost_feasible,0.9945705824284304,269.32608695652175,15072.544739726027,1.0,165.30434782608697,4979.4818630137,protect_strategic_value,14.198760783389872,-29.35169503333043,-253.0,0.5429417571569561,-104.02173913043478,-46231.421739130434,10093.062876712327,daily_dynamic_rop_next_day_forecast,raise ROP + lower Q,36
SKU0072,AY,146.0,558.0,831.83,30.0,44.35372949725815,2.7982437827247324,279.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,375.85869565217394,19801.266828767126,0.9992019154030327,176.05434782608697,10130.04528082192,protect_strategic_value,-101.64627050274186,-27.201756217275268,-279.0,-0.07980845969672856,-199.80434782608697,-166203.25065217394,9671.221547945206,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,37
SKU0090,AY,169.0,559.0,1169.48,30.0,71.68531644399532,9.790494838687161,280.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,374.82608695652175,27722.156383561647,1.0,247.5,18339.08191780822,protect_strategic_value,-97.31468355600468,-20.20950516131284,-279.0,0.0,-127.32608695652175,-148905.31217391306,9383.074465753427,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,38
SKU0103,AY,197.0,461.0,911.48,53.0,46.94997628972576,0.0,231.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,389.9347826086956,22446.187342465753,1.0,227.18478260869566,13098.52293150685,protect_strategic_value,-150.05002371027425,-53.0,-230.0,0.0,-162.74999999999997,-148343.36999999997,9347.664410958903,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,39
SKU0045,CZ,123.0,538.0,770.15,57.0,37.85259650045885,3.494930575850042,269.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,354.4891304347826,17253.357500000002,0.998062015503876,156.04347826086956,8080.97,reduce_overstock,-85.14740349954116,-53.50506942414996,-269.0,-0.19379844961240345,-198.44565217391306,-152832.91902173913,9172.3875,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,40
SKU0143,BZ,202.0,746.0,607.03,66.0,58.38076728378453,0.1270030262030062,373.0,85,0.98,1.0,True,minimum_cost_feasible,1.0,504.7826086956522,19358.543287671233,1.0,265.57608695652175,10208.60547260274,reduce_overstock,-143.61923271621546,-65.872996973797,-373.0,0.0,-239.20652173913044,-145205.53489130436,9149.937815068493,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,41
SKU0129,CZ,142.0,734.0,710.06,26.0,21.84343549813795,1.2880441203686726,367.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,448.4021739130435,20113.08573972603,1.0,244.95652173913044,11010.21380821918,reduce_overstock,-120.15656450186205,-24.711955879631326,-367.0,0.0,-203.44565217391306,-144458.6197826087,9102.87193150685,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,42
SKU0033,AY,65.0,611.0,1014.75,10.0,28.858020554690974,1.48657767311032,306.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,338.6847826086956,21706.572089041096,1.0,199.3804347826087,12799.013184931508,protect_strategic_value,-36.141979445309026,-8.51342232688968,-305.0,0.0,-139.30434782608694,-141359.08695652173,8907.558904109588,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,43
SKU0108,BZ,83.0,605.0,1177.75,33.0,67.92113204668212,0.0,303.0,85,0.98,1.0,True,minimum_cost_feasible,1.0,299.2391304347826,22257.84760273973,1.0,181.02173913043478,13484.416780821919,reduce_overstock,-15.078867953317882,-33.0,-302.0,0.0,-118.21739130434784,-139230.53260869568,8773.430821917811,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,44
SKU0084,AX,190.0,756.0,744.28,47.0,65.53566863709403,4.867927382330212,378.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,531.3695652173913,25021.14526027397,0.9976359338061466,290.8695652173913,16337.73479452055,protect_strategic_value,-124.46433136290597,-42.13207261766979,-378.0,-0.23640661938534313,-240.49999999999994,-178999.33999999994,8683.41046575342,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,45
SKU0049,AY,148.0,581.0,775.55,41.0,110.81417741845401,12.966331411490794,291.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,335.8369565217391,16512.444075342468,1.0,162.77173913043478,8154.69948630137,protect_strategic_value,-37.18582258154599,-28.033668588509208,-290.0,0.0,-173.06521739130434,-134220.72934782607,8357.744589041098,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,46
SKU0073,AY,182.0,736.0,544.3,57.0,39.76536474699886,2.5373708760515026,368.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,474.7282608695652,16332.39897260274,1.0,234.72826086956522,8150.793493150685,protect_strategic_value,-142.23463525300113,-54.462629123948496,-368.0,0.0,-239.99999999999997,-130631.99999999997,8181.605479452054,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,47
SKU0021,AY,113.0,345.0,931.1,12.0,64.0053338896657,0.0,173.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,239.0108695652174,14123.25883561644,0.99836867862969,84.20652173913044,6052.259657534247,protect_strategic_value,-48.99466611033429,-12.0,-172.0,-0.16313213703099683,-154.80434782608697,-144138.32826086957,8070.999178082193,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,48
SKU0142,AX,100.0,734.0,785.35,16.0,108.87168362323334,8.024933322957773,367.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,354.2391304347826,17630.518150684933,1.0,194.67391304347825,9883.985273972603,protect_strategic_value,8.871683623233338,-7.975066677042227,-367.0,0.0,-159.56521739130437,-125314.5434782609,7746.53287671233,daily_dynamic_rop_next_day_forecast,raise ROP + lower Q,49
SKU0060,AY,130.0,398.0,943.7,47.0,89.11396389615325,12.763546939397377,199.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,259.9891304347826,15660.52075342466,0.9991974317817014,113.80434782608695,8161.782465753425,protect_strategic_value,-40.88603610384675,-34.23645306060262,-199.0,-0.08025682182986049,-146.18478260869568,-137954.57934782613,7498.738287671235,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,50
SKU0029,AY,163.0,602.0,862.44,61.0,101.58273787819734,10.571784647845364,301.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,390.4347826086956,21268.38684931507,1.0,256.29347826086956,14028.406,protect_strategic_value,-61.417262121802665,-50.42821535215464,-301.0,0.0,-134.14130434782606,-115688.82652173912,7239.980849315069,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,51
SKU0124,AY,138.0,528.0,1030.62,56.0,95.11159310823503,17.726016556018568,264.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,330.57608695652175,21668.661684931507,0.9956605593056895,156.02173913043478,14867.887589041098,protect_strategic_value,-42.88840689176497,-38.273983443981436,-264.0,-0.433944069431047,-174.55434782608697,-179899.20195652172,6800.774095890409,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,52
SKU0046,AX,133.0,476.0,823.22,21.0,126.52043516472287,11.465677706532025,238.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,268.6847826086956,14087.791219178082,1.0,136.75,7343.788232876714,protect_strategic_value,-6.479564835277131,-9.534322293467975,-238.0,0.0,-131.93478260869563,-108611.35173913042,6744.002986301368,daily_dynamic_rop_next_day_forecast,lower Q,53
SKU0145,CZ,193.0,607.0,386.26,54.0,58.61450837892015,0.0,304.0,80,0.98,0.9983136593591906,True,minimum_cost_feasible,1.0,442.4673913043478,10869.510835616438,1.0,165.80434782608697,4135.623315068494,reduce_overstock,-134.38549162107984,-54.0,-303.0,0.0,-276.6630434782609,-106863.86717391304,6733.887520547944,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,54
SKU0122,CX,117.0,706.0,124.39,33.0,209.6910569105691,4.0,530.0,90,0.95,0.889996014348346,False,no_feasible_candidate_best_service,0.9447969543147208,324.1847826086956,9157.349143835616,1.0,292.6521739130435,2443.8879178082198,correct_understock,92.6910569105691,-29.0,-176.0,5.520304568527923,-31.53260869565213,-3922.3411956521686,6713.461226027396,daily_dynamic_rop_next_day_forecast,Review SLA/grid feasibility,55
SKU0077,AX,211.0,464.0,1130.97,76.0,160.71785623657604,16.867793937735012,232.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,327.5978260869565,23446.784130136984,0.9982964224872232,187.44565217391303,16835.854828767122,protect_strategic_value,-50.28214376342396,-59.132206062264984,-232.0,-0.17035775127768327,-140.15217391304347,-158507.90413043476,6610.9293013698625,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,56
SKU0133,AY,180.0,551.0,988.13,57.0,42.388198242681504,2.277401816754953,276.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,424.4673913043478,26479.77029452055,1.0,322.8152173913044,20200.323883561647,protect_strategic_value,-137.6118017573185,-54.72259818324505,-275.0,0.0,-101.65217391304344,-100445.56260869562,6279.446410958903,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,57
SKU0001,CZ,135.0,615.0,695.87,10.0,28.800583335632282,0.0,308.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,360.70652173913044,15866.743801369865,1.0,220.33695652173913,9711.630664383563,reduce_overstock,-106.19941666436772,-10.0,-307.0,0.0,-140.3695652173913,-97678.96934782609,6155.1131369863015,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,58
SKU0101,BZ,141.0,453.0,926.92,58.0,28.038961188436172,0.8220364448239721,227.0,85,0.98,1.0,True,minimum_cost_feasible,1.0,366.6847826086956,21467.56589041096,1.0,270.7282608695652,15862.874273972602,reduce_overstock,-112.96103881156382,-57.17796355517603,-226.0,0.0,-95.95652173913044,-88944.01913043478,5604.6916164383565,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,59
SKU0010,AX,199.0,746.0,434.06,64.0,183.15017330114162,6.109292893656942,373.0,99,0.97,0.939250118652112,False,no_feasible_candidate_best_service,0.9993394980184941,391.2717391304348,11324.017410958904,0.9993394980184941,188.55434782608697,5879.3468630136995,protect_strategic_value,-15.84982669885838,-57.89070710634306,-373.0,0.0,-202.71739130434784,-87991.51086956523,5444.670547945205,daily_dynamic_rop_next_day_forecast,Review SLA/grid feasibility,60
SKU0083,AX,135.0,377.0,880.1,39.0,141.54890480830448,15.475181445232543,189.0,99,0.97,1.0,True,minimum_cost_feasible,0.9871382636655949,211.52173913043478,25992.40794520548,0.9875976113918236,127.3695652173913,21075.046712328767,protect_strategic_value,6.548904808304485,-23.524818554767457,-188.0,0.045934772622868714,-84.15217391304348,-74062.32826086957,4917.361232876712,daily_dynamic_rop_next_day_forecast,lower Q,61
SKU0137,AY,121.0,397.0,930.61,59.0,68.3969789642909,6.0419839603484515,199.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,287.4347826086956,16905.514273972603,1.0,207.7826086956522,12284.616958904113,protect_strategic_value,-52.603021035709105,-52.95801603965155,-198.0,0.0,-79.65217391304344,-74125.10956521735,4620.897315068491,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,62
SKU0024,AX,109.0,689.0,528.31,45.0,68.82564495777049,6.097983651460657,345.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,380.89130434782606,12730.163712328766,1.0,242.6304347826087,8177.3533013698625,protect_strategic_value,-40.17435504222951,-38.90201634853934,-344.0,0.0,-138.26086956521738,-73044.59999999999,4552.810410958903,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,63
SKU0040,BZ,117.0,588.0,437.87,16.0,70.22085577241839,23.05380631158927,294.0,85,0.98,1.0,True,minimum_cost_feasible,1.0,351.92391304347825,9760.217116438356,1.0,192.1413043478261,5401.526020547945,reduce_overstock,-46.77914422758161,7.05380631158927,-294.0,0.0,-159.78260869565216,-69964.01086956522,4358.691095890411,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,64
SKU0118,AX,196.0,700.0,457.43,63.0,92.08507063009444,14.527194424549414,350.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,485.55434782608694,14145.79145890411,0.999000999000999,288.5326086956522,9829.586678082193,protect_strategic_value,-103.91492936990556,-48.472805575450586,-350.0,-0.09990009990009652,-197.02173913043475,-90123.65413043478,4316.204780821918,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,65
