scenario_id,scenario_seed,scenario_probability,horizon_start,horizon_end,horizon_days,sku_count,calibration_window_start,calibration_window_end,forecast_anchor_window_start,forecast_anchor_window_end,residual_block_days,lead_time_multiplier,ordering_cost_per_order,annual_holding_rate,stockout_margin_multiplier,mean_stressed_lead_time_days,sampled_residual_mean,sampled_residual_std,clipped_negative_demand_sku_days,total_demand,old_fill_rate,new_fill_rate,fill_rate_delta_percentage_points,old_cycle_service_level,new_cycle_service_level,old_avg_inventory,new_avg_inventory,avg_inventory_change_pct,old_num_orders,new_num_orders,old_stockout_cost,new_stockout_cost,old_holding_cost,new_holding_cost,old_ordering_cost,new_ordering_cost,old_total_cost,new_total_cost,total_cost_savings,total_cost_change_pct,demand_sampling_method,forecast_anchor,lead_time_sampling_method,policy_contract_semantics,pairing_semantics,evaluation_semantics
policy_stress_00015,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.9933645197618324,5.728163233722167,148,117800.16919716759,0.9723983598928715,0.9905564491147499,1.8158089221878448,0.8512658227848101,0.8964757709251101,38085.764309585116,22187.67273641136,-41.74287128372701,219.0,385.0,3128665.3665833077,906792.1347146668,1728438.17198708,986062.6133420556,10950.0,19250.0,4868053.538570388,1912104.7480567219,2955948.7905136663,-60.72136978554566,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00016,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-1.0025337938966283,5.6144222929612715,125,117617.00045808622,0.9748802303151719,0.9919551231647481,1.7074892849576195,0.8517350157728707,0.9106753812636166,37908.695355590906,22253.480384093888,-41.29716104616122,223.0,390.0,2853259.847634612,804758.8098701068,1712272.3114974508,987839.0107333206,11150.0,19500.0,4576682.159132062,1812097.8206034275,2764584.338528635,-60.40586264030448,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00017,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,0.8,50.0,0.25,1.0,5.522935779816514,-1.0271488686833352,5.5083703627583995,134,117370.54587369759,0.9831356360371483,0.9919080602987497,0.8772424261601408,0.8924050632911392,0.8951965065502183,39278.54747320451,22220.550556191472,-43.42827832075476,220.0,373.0,1884186.8020121385,751535.2128265781,1781358.8094422522,985700.0755786761,11000.0,18650.0,3676545.611454391,1755885.2884052545,1920660.3230491364,-52.240894742751465,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00018,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-0.9797286393259542,5.586638464462889,146,117858.93712664644,0.9561484576730408,0.9878100411566769,3.1661583483636124,0.8090614886731392,0.8854625550660793,36496.88497658078,22183.54236557026,-39.21798427508284,219.0,393.0,4649706.923321246,1276314.2167589124,1647545.5899660287,981704.5797740385,10950.0,19650.0,6308202.513287275,2277668.7965329504,4030533.7167543247,-63.893537156814716,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00019,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-1.0839703770787832,5.617553263392339,141,116806.9665953301,0.9579039474731532,0.9889603198290327,3.1056372355879436,0.8045602605863192,0.9048672566371682,36516.17427652922,22509.423260338637,-38.35766285405595,217.0,390.0,4348512.413935641,1150572.1743468256,1652208.1209952398,998844.1714437496,10850.0,19500.0,6011570.53493088,2168916.3457905753,3842654.189140305,-63.9209698499277,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00020,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-0.9506899549388161,5.529057581783096,121,118114.66693241811,0.9571494269501369,0.9870270307271337,2.9877603776996775,0.805111821086262,0.8964757709251101,36374.30585431211,22309.854710472693,-38.66589564669892,222.0,395.0,4641823.505929297,1400852.9692263668,1637124.5551331225,989059.5234522825,11100.0,19750.0,6290048.061062417,2409662.4926786497,3880385.5683837673,-61.690873117563314,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00021,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-1.0368237642000204,5.559773140523878,121,117261.36297929638,0.9591449967260577,0.9880135833353686,2.886858660931091,0.8026315789473685,0.9048672566371682,36226.59650428767,22380.520095635937,-38.220748689468955,216.0,392.0,4353762.200586376,1328146.7409820384,1639771.8595170714,992253.9278499336,10800.0,19600.0,6004334.060103449,2340000.6688319724,3664333.3912714766,-61.028139916791105,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00022,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-1.065314595118065,5.5744619863816425,156,117001.6437099496,0.9586075947015047,0.9892186877685325,3.0611093067027806,0.8115015974440895,0.9161147902869757,36413.33712200338,22566.263109061074,-38.027478686030605,217.0,394.0,4589106.550905065,1208735.3503440379,1642992.9790733294,997399.3729248388,10850.0,19700.0,6242949.529978394,2225834.723268877,4017114.806709517,-64.34642451327682,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00023,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-1.0830771726138009,5.622971680413616,158,116884.99435812839,0.9588343884373536,0.9877848035980227,2.8950415160669096,0.8025889967637541,0.8975501113585747,36643.391488896246,22635.136974684418,-38.2285971495205,218.0,394.0,4298736.581152766,1256231.7586672662,1650667.7747076172,1000317.0436082638,10900.0,19700.0,5960304.355860383,2276248.80227553,3684055.553584853,-61.80985623599169,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00024,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.9923659700022338,5.586525268613621,132,117711.1297472761,0.9748670496590613,0.9919683963237235,1.710134666466212,0.8544303797468354,0.9096916299559471,37998.257536527235,22317.313726232205,-41.267533899998284,221.0,384.0,2878058.4807469943,851114.8115896186,1714538.0383882558,987364.4089849589,11050.0,19200.0,4603646.519135249,1857679.2205745773,2745967.2985606715,-59.647657289649494,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00025,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.9301815906728134,5.624017115392177,133,118323.62191792943,0.974461919966927,0.9908309919912409,1.6369072024313924,0.8517350157728707,0.9057017543859649,38024.43751686965,22349.26089264975,-41.22395398292365,225.0,387.0,2903779.0194991175,1043109.8283105512,1718002.2905729318,993231.154331657,11250.0,19350.0,4633031.3100720495,2055690.9826422085,2577340.3274298413,-55.6296764458896,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00026,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,0.8,50.0,0.25,1.0,5.522935779816514,-1.0124432019596263,5.59954313323753,151,117558.17874464366,0.9835664335420659,0.9928793895554192,0.9312956013353357,0.8840125391849529,0.9186813186813186,38989.19578080813,22211.76530927866,-43.030973415942874,226.0,379.0,1935454.2618721274,743082.6084267236,1768156.0318761137,983518.8569569382,11300.0,18950.0,3714910.293748241,1745551.4653836617,1969358.8283645792,-53.01228489093746,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00027,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-0.9654230604026881,5.585291411273946,145,118069.02356889073,0.9560673595017053,0.9874583186614684,3.1390959159763088,0.805111821086262,0.8940397350993378,36511.574072509575,22399.445427595132,-38.65110996553774,218.0,392.0,4849075.093458493,1329062.7284249247,1646593.1660005602,990325.9875217269,10900.0,19600.0,6506568.259459053,2338988.715946652,4167579.543512401,-64.05188383989824,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00028,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-1.0325736949036697,5.63574094688253,122,117312.26285709573,0.9552562817994643,0.9869718834911022,3.1715601691637896,0.8155339805825242,0.893569844789357,36362.76934909206,22462.394913974716,-38.226941137706326,224.0,392.0,4752269.164307192,1367616.715948277,1639762.869058765,993128.5538521906,11200.0,19600.0,6403232.033365957,2380345.2698004674,4022886.76356549,-62.82587828463866,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00029,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.9633273901598655,5.6394169374330465,141,118029.3218916482,0.9745119068741174,0.9904034737223459,1.5891566848228567,0.8507936507936508,0.8961038961038961,38047.30010335721,22320.07465029711,-41.335982869576505,221.0,390.0,2860006.0643635616,961341.071561972,1721514.3382993895,991740.7859008173,11050.0,19500.0,4592570.402662951,1972581.8574627896,2619988.5452001607,-57.04841331732203,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00030,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,0.8,50.0,0.25,1.0,5.522935779816514,-1.014535302433167,5.648406682220672,140,117588.86582215052,0.9834081437330567,0.9918875995343074,0.8479455801250646,0.89375,0.8896247240618101,38834.55918325779,22244.391567476767,-42.72011312782794,226.0,378.0,1959114.2140427085,827168.9788556158,1763669.4921874183,985405.806997845,11300.0,18900.0,3734083.7062301263,1831474.785853461,1902608.9203766654,-50.95249785649584,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00031,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.5,50.0,0.25,1.0,10.174311926605505,-0.9660861791645768,5.610237899889757,145,118001.17048647166,0.9326161356571983,0.9826724969973709,5.005636134017266,0.7315436241610739,0.8719646799116998,34775.48557797915,22534.509847621564,-35.2000138226939,217.0,405.0,6632874.495974911,1849344.7442629186,1563514.6190089711,992935.2856482827,10850.0,20250.0,8207239.114983884,2862530.029911202,5344709.085072681,-65.12188825246841,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00032,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-1.0177558006559781,5.653579385863456,159,117530.24344341099,0.9549430373860858,0.9867143188705437,3.177128148445796,0.801948051948052,0.8984547461368654,36522.578836944,22601.163865310027,-38.117283650167444,219.0,391.0,4834732.616150573,1378897.426042488,1650614.4520586773,998917.321142668,10950.0,19550.0,6496297.068209251,2397364.7471851557,4098932.3210240956,-63.096442142138585,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
