sku_id,class,lead_time,unit_cost,unit_price,order_quantity,target_service_level,validation_rmse,validation_bias,lead_time_error_std,lead_time_error_samples,safety_stock,rop,selected_q_multiplier,selected_safety_stock_quantile,calibration_service_floor,calibration_fill_rate,calibration_cycle_service_level,calibration_avg_inventory,calibration_total_cost,calibration_service_floor_met,selection_status
SKU0016,CX,3.0,217.42,340.48,380.0,90,9.587000005512207,0.17073170731707318,9.663056227063098,121,7.0,79.14634146341463,0.5,0.75,0.95,1.0,1.0,224.65040650406505,4464.896876712329,True,minimum_cost_feasible
SKU0017,BZ,5.0,919.92,1617.41,260.0,85,3.246946533363917,1.3483724152947503,7.282846279032419,119,0.0,34.95324419029489,0.5,0.75,0.98,1.0,1.0,146.6991869918699,11469.203068493149,True,minimum_cost_feasible
SKU0021,AY,7.0,931.1,1842.79,173.0,97,3.754012908204826,1.281830509208925,9.037908409737494,117,0.0,64.0053338896657,0.5,0.75,0.97,1.0,1.0,120.90243902439025,9683.827465753426,True,minimum_cost_feasible
SKU0022,AY,3.0,301.23,697.45,167.0,97,6.731336994712898,0.9669840099916858,12.193769604487027,121,20.095915413986834,77.0700381756692,0.5,0.95,0.97,0.9810554803788903,0.9285714285714286,101.7560975609756,19923.565123287673,True,minimum_cost_feasible
SKU0023,CZ,5.0,142.96,343.61,276.0,80,3.185218505066987,0.5031430214240263,10.595557547225184,119,6.393350517151716,34.80337456736128,0.5,0.8,0.98,1.0,1.0,136.14634146341464,1739.7316164383565,True,minimum_cost_feasible
SKU0024,AX,5.0,528.31,1281.21,345.0,99,4.572612558326773,0.7813046189855472,9.872912624505178,119,6.097983651460657,68.82564495777049,0.5,0.85,0.97,1.0,1.0,210.390243902439,9514.113821917806,True,minimum_cost_feasible
SKU0026,AY,10.0,896.53,2204.39,335.0,97,4.211948901983482,0.7208346483631686,11.441168561938042,114,2.060077303225654,107.72370833970285,0.5,0.8,0.97,1.0,1.0,190.09756097560975,14507.989356164382,True,minimum_cost_feasible
SKU0028,AX,7.0,906.34,1931.45,248.0,99,8.26862417324055,1.2372036906385377,17.462876532545337,117,9.409117639953612,194.9475922549112,0.5,0.85,0.97,1.0,1.0,143.3008130081301,11541.882767123288,True,minimum_cost_feasible
SKU0029,AY,7.0,862.44,1558.68,301.0,97,4.739308167443192,0.3267679992256593,12.455924357544548,117,10.571784647845364,101.58273787819734,0.5,0.85,0.97,1.0,1.0,159.7479674796748,11856.906547945206,True,minimum_cost_feasible
SKU0031,AY,7.0,1079.1,2690.37,375.0,97,5.061336131380194,1.2661693256313753,11.931111715402533,117,26.33286928449845,134.50499765334897,0.5,0.99,0.97,1.0,1.0,249.33333333333334,22867.012876712328,True,minimum_cost_feasible
SKU0032,CZ,3.0,346.34,744.88,155.0,80,3.159277081587761,1.1629505076534763,6.242448557420154,121,0.37476555194687755,20.76605609929755,0.5,0.75,0.98,1.0,1.0,89.2520325203252,2804.192136986301,True,minimum_cost_feasible
SKU0033,AY,3.0,1014.75,2147.3,306.0,97,3.7338920631321337,0.8230012857301374,5.852433784767786,121,1.48657767311032,28.858020554690974,0.5,0.75,0.97,1.0,1.0,158.7642276422764,13722.628767123288,True,minimum_cost_feasible
SKU0034,CZ,14.0,304.26,695.16,293.0,80,3.3899684053281036,1.0191680570313688,20.67707604869874,110,19.003518581211466,117.6133347942848,0.5,0.95,0.98,1.0,1.0,173.1869918699187,4589.278438356165,True,minimum_cost_feasible
SKU0037,AX,5.0,643.69,1596.86,332.0,99,6.118162330799365,1.0089364703672241,10.815659676884364,119,1.6957489373197276,96.57782966313957,0.5,0.75,0.97,1.0,1.0,167.08943089430895,9411.038958904111,True,minimum_cost_feasible
SKU0040,BZ,5.0,437.87,1008.58,294.0,85,4.162277039892184,1.3114586726536301,12.618291098103207,119,23.05380631158927,70.22085577241839,0.5,0.97,0.98,1.0,1.0,163.15447154471545,6218.613123287671,True,minimum_cost_feasible
SKU0042,AY,5.0,505.49,942.84,182.0,97,5.9117883670140605,0.6963324903938319,12.234840205270851,119,19.618900134481088,109.6859284401088,0.5,0.97,0.97,1.0,1.0,121.78861788617886,5786.465890410958,True,minimum_cost_feasible
SKU0043,CZ,3.0,285.56,537.91,223.0,80,3.32584929224453,0.6643784729470987,6.21201854981403,121,2.5888061358237087,23.216087896128418,0.5,0.75,0.98,1.0,1.0,136.1788617886179,3426.116438356165,True,minimum_cost_feasible
SKU0045,CZ,5.0,770.15,1228.33,269.0,80,3.6710345462535225,0.5951104206941201,10.396165051907856,119,3.494930575850042,37.85259650045885,0.5,0.75,0.98,1.0,1.0,209.91056910569105,13719.5225,True,minimum_cost_feasible
SKU0046,AX,7.0,823.22,1444.92,238.0,99,6.0336513790341195,1.0136296949564156,16.20416087784127,117,11.465677706532025,126.52043516472287,0.5,0.85,0.97,1.0,1.0,142.78861788617886,10302.885520547945,True,minimum_cost_feasible
SKU0049,AY,7.0,775.55,1449.15,291.0,97,5.046702107835221,1.0026539591828978,11.710337654506937,117,12.966331411490794,110.81417741845401,0.5,0.97,0.97,1.0,1.0,164.9512195121951,11077.489006849313,True,minimum_cost_feasible
SKU0050,AX,3.0,602.07,1150.07,181.0,99,8.466802985488979,1.1532931153414885,13.96750421057611,121,10.462038619424437,86.84874723374158,0.5,0.85,0.97,0.9899665551839465,0.9444444444444444,105.22764227642277,22627.39178767123,True,minimum_cost_feasible
SKU0051,AY,14.0,923.28,2085.3,258.0,97,8.110929481351768,0.7936344260190102,23.167938580014013,110,7.1529909225598525,365.9874501225984,0.5,0.8,0.97,0.9433715220949264,0.9166666666666666,160.7560975609756,214133.5801643836,False,no_feasible_candidate_best_service
SKU0052,AZ,10.0,1175.64,2599.38,321.0,90,3.421420810916169,1.59525281978466,12.62146025007774,114,0.0,92.53789405150513,0.5,0.75,0.98,1.0,1.0,258.8292682926829,25735.393863013698,True,minimum_cost_feasible
SKU0053,BZ,14.0,892.04,1766.38,307.0,85,3.205091243354713,1.3785555416707114,17.367963623148604,110,0.0,99.42985888420296,0.5,0.75,0.98,1.0,1.0,183.0569105691057,13856.967561643834,True,minimum_cost_feasible
SKU0054,CX,10.0,177.87,339.31,291.0,90,9.113556417179064,0.06504065040650407,9.142122509272019,114,4.75,186.9451219512195,0.5,0.75,0.95,0.8866995073891626,0.8888888888888888,230.609756097561,44699.99297945206,False,no_feasible_candidate_best_service
SKU0055,AY,7.0,1195.5,2609.67,238.0,97,7.950462964240203,0.8266549791815712,19.91870769501399,117,15.42906249974797,202.41889938653927,0.5,0.85,0.97,0.9186557788944724,0.9285714285714286,145.77235772357724,381601.7526027397,False,no_feasible_candidate_best_service
SKU0056,AY,14.0,449.73,1123.55,380.0,97,6.290718176545058,1.0696439228029397,24.4769811606757,110,0.0,252.29208808997288,0.5,0.75,0.97,1.0,1.0,241.98373983739836,9418.331315068493,True,minimum_cost_feasible
SKU0057,AX,3.0,1126.17,2731.06,358.0,99,7.7111057634488605,0.24700477055527165,12.056923221780401,121,8.903535470356786,85.35186685519332,0.5,0.8,0.97,1.0,1.0,221.14634146341464,21331.472719178084,True,minimum_cost_feasible
SKU0058,AY,3.0,1111.68,2255.26,199.0,97,5.240510945581768,0.6986617556164975,8.606802756652648,121,6.736985590600664,51.71101963793795,0.5,0.85,0.97,1.0,1.0,114.00813008130082,11127.45797260274,True,minimum_cost_feasible
SKU0059,CZ,3.0,27.57,58.15,202.0,80,3.3837530780163863,1.062046381331879,5.807450044029257,121,0.0,20.430041583020024,0.5,0.75,0.98,1.0,1.0,152.71544715447155,454.7088219178083,True,minimum_cost_feasible
SKU0060,AY,5.0,943.7,2037.99,199.0,97,5.358574586469361,0.5465061555788162,11.007023131903084,119,12.763546939397377,89.11396389615325,0.5,0.95,0.97,1.0,1.0,128.01626016260164,10577.7398630137,True,minimum_cost_feasible
SKU0061,AY,5.0,816.25,1327.2,342.0,97,7.5050223449241535,1.4426853559029553,16.326122005247033,119,8.03301983909879,135.57164987064607,0.5,0.85,0.97,1.0,1.0,191.40650406504065,13562.310787671231,True,minimum_cost_feasible
SKU0063,AY,10.0,944.97,2071.77,398.0,97,5.097819294830446,0.34441441326511446,15.148323336061132,114,3.557318708520027,152.9364221907647,0.5,0.75,0.97,1.0,1.0,271.0569105691057,21728.972465753428,True,minimum_cost_feasible
SKU0066,AX,7.0,313.34,745.68,388.0,99,8.166062313706911,1.043462409699341,23.469880599622115,117,16.5152066847722,199.04708582909035,0.5,0.85,0.97,1.0,1.0,251.9512195121951,7000.963424657533,True,minimum_cost_feasible
SKU0067,CZ,3.0,45.42,98.99,382.0,80,3.972107513848998,0.9181385752518713,7.862464817757883,121,3.0386129713833334,30.793028697138947,0.5,0.75,0.98,1.0,1.0,384.4878048780488,1521.234684931507,True,minimum_cost_feasible
SKU0068,AY,10.0,1100.3,1845.32,248.0,97,5.307177642554874,1.0193620943377704,14.081330266692959,114,0.5206793233272009,156.64925961629837,0.5,0.75,0.97,1.0,1.0,137.260162601626,13073.537602739725,True,minimum_cost_feasible
SKU0069,CZ,3.0,259.33,494.96,325.0,80,3.200170543878403,1.024188674611962,5.893670293842378,121,1.0072299971811,18.73833260638284,0.5,0.75,0.98,1.0,1.0,227.1788617886179,5013.32752739726,True,minimum_cost_feasible
SKU0070,CZ,14.0,74.46,161.27,216.0,80,3.3620020002185877,1.365305385130228,18.669512080654744,110,13.09597047261473,110.63301009208018,0.5,0.9,0.98,1.0,1.0,138.8211382113821,1020.8249999999999,True,minimum_cost_feasible
SKU0071,AY,10.0,788.38,1885.56,329.0,97,5.205671410843895,0.9631703478958847,14.947716163085456,114,1.6269549772268528,145.89280479764912,0.5,0.75,0.97,1.0,1.0,226.6910569105691,15256.43804109589,True,minimum_cost_feasible
SKU0072,AY,3.0,831.83,1533.69,279.0,97,4.947646311011781,0.7867879211046355,8.514741793258235,121,2.7982437827247324,44.35372949725815,0.5,0.75,0.97,1.0,1.0,155.03252032520325,11114.49744520548,True,minimum_cost_feasible
SKU0073,AY,3.0,544.3,1101.76,368.0,97,4.057261711893781,1.2548597456003396,6.23638023529609,121,2.5373708760515026,39.76536474699886,0.5,0.85,0.97,1.0,1.0,198.09756097560975,9233.84506849315,True,minimum_cost_feasible
SKU0074,AX,10.0,687.12,1433.63,161.0,99,7.278991966570755,0.8899905891382521,19.347373890433158,114,16.96508789045402,222.93816451354382,0.5,0.9,0.97,0.879950495049505,0.9333333333333333,110.29268292682927,224368.9784383562,False,no_feasible_candidate_best_service
SKU0076,BZ,10.0,950.21,1368.74,176.0,85,4.861750290737126,2.3759342882840775,24.875145317109567,114,3.5474587603827525,120.47753335054061,0.5,0.85,0.98,0.9642233856893543,0.875,109.16260162601625,26248.407856164384,False,no_feasible_candidate_best_service
SKU0077,AX,10.0,1130.97,2769.59,232.0,99,5.364743487535423,0.7752501323231288,15.366488713980017,114,16.867793937735012,160.71785623657604,0.5,0.95,0.97,1.0,1.0,138.3821138211382,13535.096143835615,True,minimum_cost_feasible
SKU0078,BZ,3.0,698.12,1730.55,251.0,85,3.3202884424849017,1.196904718752011,5.964152080422783,121,0.0,20.859006839182857,0.5,0.75,0.98,1.0,1.0,124.6260162601626,7479.781835616439,True,minimum_cost_feasible
SKU0079,CZ,5.0,370.13,595.14,379.0,80,2.8217977051329877,0.8307207008382793,7.075084558240888,119,1.0025754887019702,29.54642289533239,0.5,0.75,0.98,1.0,1.0,218.8617886178862,6874.588767123289,True,minimum_cost_feasible
SKU0081,CZ,10.0,82.75,193.75,222.0,80,2.9552063693718775,1.013249978108179,11.544455383136176,114,0.0,59.319491651000504,0.5,0.75,0.98,1.0,1.0,150.27642276422765,1147.6376712328768,True,minimum_cost_feasible
SKU0082,AX,7.0,1068.15,1655.17,192.0,99,8.19959446356087,0.7679432278647741,22.26304668083928,117,33.63179833097473,213.38138466586557,0.5,0.97,0.97,1.0,1.0,144.8130081300813,13831.430000000002,True,minimum_cost_feasible
SKU0083,AX,5.0,880.1,1380.52,189.0,99,7.626020536004726,1.6293788189558482,14.235183655648074,119,15.475181445232543,141.54890480830448,0.5,0.95,0.97,1.0,1.0,119.99186991869918,9646.846506849315,True,minimum_cost_feasible
SKU0084,AX,3.0,744.28,1380.78,378.0,99,6.517633806075885,1.0437186296367231,9.711297427729805,121,4.867927382330212,65.53566863709403,0.5,0.8,0.97,1.0,1.0,255.390243902439,16263.744958904108,True,minimum_cost_feasible
SKU0085,CZ,5.0,338.88,555.71,333.0,80,4.30695840460743,1.4624764214241455,10.244485979837624,119,4.527396348338744,50.742217479849714,0.5,0.85,0.98,1.0,1.0,188.78048780487805,5539.584657534247,True,minimum_cost_feasible
SKU0087,AY,10.0,978.05,1871.33,175.0,97,4.2108525597323565,0.8120886273691108,9.64147331907609,114,0.0,125.68186188344723,0.5,0.75,0.97,1.0,1.0,105.34146341463415,9079.858801369863,True,minimum_cost_feasible
SKU0088,CX,7.0,208.38,372.76,236.0,90,10.632057675093005,0.13008130081300814,9.274532152883923,117,4.0,137.5691056910569,0.5,0.75,0.95,1.0,1.0,173.1382113821138,3489.4934794520545,True,minimum_cost_feasible
SKU0090,AY,5.0,1169.48,2075.7,280.0,97,4.72961634524721,0.9643301747201694,9.140829555085368,119,9.790494838687161,71.68531644399532,0.5,0.97,0.97,1.0,1.0,157.3658536585366,15754.421150684931,True,minimum_cost_feasible
SKU0091,AX,3.0,931.44,2210.32,373.0,99,5.152982341613124,0.8532468929569437,7.914610231070624,121,3.8764043933927574,49.411754828361154,0.5,0.75,0.97,1.0,1.0,197.0731707317073,15714.455890410958,True,minimum_cost_feasible
SKU0092,BZ,10.0,1078.32,2014.45,374.0,85,3.0826276131771237,1.2276322280254257,12.04275576055976,114,0.0,67.96737919082338,0.5,0.75,0.98,1.0,1.0,252.39837398373984,22979.071506849312,True,minimum_cost_feasible
SKU0093,AX,10.0,652.75,1213.72,334.0,99,5.87824186323954,0.7438717755803084,15.223914650436532,114,4.214398215238719,183.60433548323692,0.5,0.75,0.97,1.0,1.0,185.7642276422764,10515.537499999999,True,minimum_cost_feasible
SKU0094,AY,7.0,451.29,875.43,394.0,97,6.4243912605567495,1.2151167136834864,17.697959416994394,117,4.523720189718304,134.81815507168153,0.5,0.75,0.97,1.0,1.0,212.66666666666666,8335.509465753425,True,minimum_cost_feasible
SKU0095,AY,10.0,921.36,2064.97,294.0,97,6.624520141386913,0.7250524341874973,18.182935968957256,114,6.822053739132433,212.36526100783666,0.5,0.8,0.97,1.0,1.0,180.8617886178862,14438.749698630138,True,minimum_cost_feasible
SKU0096,CZ,5.0,20.2,29.42,250.0,80,3.751628286498856,1.5734034893151856,9.92298285884104,119,0.0,46.81010687747023,0.75,0.75,0.98,1.0,1.0,165.52032520325204,431.67931506849317,True,minimum_cost_feasible
SKU0097,AX,7.0,873.05,1314.49,324.0,99,6.172751651396463,1.336112194497004,14.341200748712994,117,1.6422194343928975,137.1088259340833,0.5,0.75,0.97,0.9995487364620939,0.8571428571428571,187.34959349593495,14521.278493150685,True,minimum_cost_feasible
SKU0100,AY,3.0,947.84,2230.07,169.0,97,5.503081433144967,1.1251885441599196,8.222170602916746,121,6.8751223399166985,49.05556602117694,0.5,0.9,0.97,1.0,1.0,105.92682926829268,8858.498191780822,True,minimum_cost_feasible
SKU0101,BZ,3.0,926.92,1637.9,227.0,85,3.8022279071848795,1.3731212560008146,6.958156548483344,121,0.8220364448239721,28.038961188436172,0.5,0.75,0.98,1.0,1.0,116.47154471544715,9295.243780821917,True,minimum_cost_feasible
SKU0102,AX,7.0,980.43,2230.27,275.0,99,5.502568221722336,0.6644955340210346,12.102851618009014,117,4.050428957172443,110.51490582540099,0.5,0.75,0.97,1.0,1.0,152.5040650406504,12896.510917808218,True,minimum_cost_feasible
SKU0103,AY,5.0,911.48,2252.97,231.0,97,3.994479694245857,1.300564363636208,7.999867467963039,119,0.0,46.94997628972576,0.5,0.75,0.97,1.0,1.0,170.3821138211382,13233.483808219178,True,minimum_cost_feasible
SKU0104,CZ,7.0,124.52,228.58,369.0,80,3.0212226998436202,1.0936376985921001,9.121289701508081,117,0.0,41.346520800713805,0.5,0.75,0.98,1.0,1.0,176.83739837398375,1955.0921369863015,True,minimum_cost_feasible
SKU0105,AX,14.0,1132.87,2320.93,209.0,99,5.713384416013141,0.8644136255823883,15.878281741286832,110,23.381016385174895,233.41776649292183,0.5,0.99,0.97,1.0,1.0,146.21951219512195,14355.251335616436,True,minimum_cost_feasible
SKU0106,AX,3.0,882.73,2059.23,279.0,99,6.652354130124633,0.6551729251704459,10.089411245119992,121,7.985985654760688,66.75638247905252,0.5,0.85,0.97,1.0,1.0,149.1219512195122,11489.749082191782,True,minimum_cost_feasible
SKU0107,AY,5.0,994.02,1731.73,339.0,97,4.175518692284603,0.9005554052013526,7.9299070728551655,119,1.0438999214506404,53.18895337022162,0.5,0.75,0.97,1.0,1.0,198.04065040650406,16734.474780821918,True,minimum_cost_feasible
SKU0108,BZ,10.0,1177.75,1988.42,303.0,85,3.101999646821446,1.1742270258064242,11.356546099919596,114,0.0,67.92113204668212,0.5,0.75,0.98,1.0,1.0,182.3170731707317,18189.755993150684,True,minimum_cost_feasible
SKU0109,AX,3.0,1131.51,2605.51,284.0,99,5.629745765696684,0.6121532492798679,8.111586734038765,121,11.411106218357386,58.07683425887991,0.5,0.95,0.97,1.0,1.0,161.72357723577235,15716.436246575342,True,minimum_cost_feasible
SKU0111,BZ,5.0,1192.25,1978.67,177.0,85,3.8993472147959483,1.4948530707337335,10.032028561576073,119,3.3669370246912123,49.49973896372573,0.5,0.85,0.98,1.0,1.0,97.8780487804878,10131.162842465754,True,minimum_cost_feasible
SKU0112,CZ,3.0,604.4,1030.4,268.0,80,2.976142405882304,1.1789307658671184,4.8968986011595375,121,0.16583788733345983,21.09287408737384,0.5,0.75,0.98,1.0,1.0,177.95934959349594,9161.446301369862,True,minimum_cost_feasible
SKU0114,AZ,10.0,948.59,2158.44,389.0,90,3.537579207521855,1.1579458172904482,16.19853512194951,114,0.0,69.38433622168496,0.5,0.75,0.98,1.0,1.0,292.3983739837398,23417.150239726026,True,minimum_cost_feasible
SKU0117,AX,10.0,920.14,1787.67,459.0,99,5.9978822507608,1.2783792907079228,18.97445631316009,114,0.0,206.68623193146948,0.75,0.75,0.97,0.949685534591195,0.8333333333333334,238.7642276422764,122862.27912328768,False,no_feasible_candidate_best_service
SKU0118,AX,3.0,457.43,1113.84,350.0,99,8.366588207293542,1.031487190466229,13.315004282012145,121,14.527194424549414,92.08507063009444,0.5,0.9,0.97,1.0,1.0,184.8048780487805,7571.809130136986,True,minimum_cost_feasible
SKU0119,AY,10.0,734.25,1205.49,206.0,97,6.585545361360207,1.4057484976349255,15.114798977556418,114,11.196597560427602,214.84757847173623,0.5,0.95,0.97,1.0,1.0,141.3821138211382,9295.621575342466,True,minimum_cost_feasible
SKU0120,AY,7.0,1152.34,2750.47,277.0,97,6.220886476322741,-0.12004445424386892,13.879988108830599,117,24.22249660203703,132.65047810525678,0.5,0.99,0.97,1.0,1.0,164.65040650406505,16284.376493150685,True,minimum_cost_feasible
SKU0121,AY,10.0,1059.26,2135.12,301.0,97,8.517206645538543,0.45735008961591955,21.527928785512586,114,22.7744031296084,280.4373349200766,0.5,0.9,0.97,1.0,1.0,193.9430894308943,17807.292671232874,True,minimum_cost_feasible
SKU0122,CX,10.0,124.39,199.29,530.0,90,8.858875481501475,0.17073170731707318,8.503143340540118,114,4.0,209.6910569105691,0.75,0.75,0.95,0.889996014348346,0.8333333333333334,311.4634146341463,24186.359520547943,False,no_feasible_candidate_best_service
SKU0123,AX,5.0,444.44,1110.79,253.0,99,8.343712565103392,1.0450505129375585,18.426137667446785,119,11.648304966669569,137.19876078338987,0.5,0.8,0.97,1.0,1.0,145.7642276422764,6007.78408219178,True,minimum_cost_feasible
SKU0124,AY,3.0,1030.62,1517.88,264.0,97,9.230514804162839,0.7301515336656512,15.899136928945326,121,17.726016556018568,95.11159310823503,0.5,0.9,0.97,1.0,1.0,158.0,14268.540465753424,True,minimum_cost_feasible
SKU0125,AY,3.0,531.38,1072.51,320.0,97,6.101553275398096,1.4932078945687484,10.97238285343272,121,2.0743129450832427,56.11491223854558,0.5,0.75,0.97,1.0,1.0,164.5609756097561,7666.892178082192,True,minimum_cost_feasible
SKU0127,BZ,10.0,388.72,859.19,183.0,85,4.038340713156298,1.2893520153594364,15.592262453911482,114,0.0,90.8609998283911,0.5,0.75,0.98,1.0,1.0,129.390243902439,4437.314246575343,True,minimum_cost_feasible
SKU0128,AX,10.0,1159.16,2838.46,187.0,99,6.590276371277793,0.4802004876897416,20.818456274725964,114,51.102463673691005,237.61178562375912,0.5,0.99,0.97,0.9530201342281879,0.9230769230769231,146.9918699186992,191281.0293150685,False,no_feasible_candidate_best_service
SKU0129,CZ,3.0,710.06,1199.18,367.0,80,3.465819410027021,0.8355369633214652,6.854061556337105,121,1.2880441203686726,21.84343549813795,0.5,0.75,0.98,1.0,1.0,209.27642276422765,12568.941410958903,True,minimum_cost_feasible
SKU0130,BZ,7.0,897.74,1715.84,201.0,85,2.908556489064201,0.9347739668700128,8.62607081343419,117,0.0,41.03122264613887,0.5,0.75,0.98,1.0,1.0,191.77235772357724,14554.03501369863,True,minimum_cost_feasible
SKU0131,BZ,5.0,1015.34,1645.52,361.0,85,3.413816259659925,1.0876350957809402,8.614255772961961,119,3.8737935737426463,38.62091214207824,0.5,0.85,0.98,1.0,1.0,194.0650406504065,16700.113561643837,True,minimum_cost_feasible
SKU0133,AY,3.0,988.13,2179.43,276.0,97,4.730671594456356,0.71985897124381,7.421145505825779,121,2.277401816754953,42.388198242681504,0.5,0.75,0.97,1.0,1.0,191.6829268292683,16156.945897260273,True,minimum_cost_feasible
SKU0134,AX,5.0,434.44,727.31,263.0,99,7.806924036439236,0.8359505414833004,16.750113031117937,119,14.206851905286472,142.89879973465418,0.5,0.85,0.97,1.0,1.0,152.70731707317074,6139.100356164385,True,minimum_cost_feasible
SKU0136,AY,5.0,1035.59,1642.11,303.0,97,6.972827486085172,0.5680567454047413,15.112515302473456,119,6.418699169955027,111.12890159616575,0.5,0.75,0.97,0.9976057462090981,0.875,188.02439024390245,20393.291184931506,True,minimum_cost_feasible
SKU0137,AY,7.0,930.61,1803.52,199.0,97,3.303178594676504,1.0054174047443898,7.2467873860287915,117,6.0419839603484515,68.3969789642909,0.5,0.95,0.97,1.0,1.0,108.55284552845528,8760.619671232876,True,minimum_cost_feasible
SKU0139,BZ,5.0,645.72,1494.61,293.0,85,3.5473561923772094,0.6887601146364632,7.602671693363894,119,1.0696479355093271,35.57035907779733,0.5,0.75,0.98,1.0,1.0,150.2520325203252,8273.665287671232,True,minimum_cost_feasible
SKU0142,AX,5.0,785.35,1535.15,367.0,99,6.960380106114343,0.9254476210307216,14.830087569455555,119,8.024933322957773,108.87168362323334,0.5,0.8,0.97,1.0,1.0,202.17073170731706,13676.231815068493,True,minimum_cost_feasible
SKU0143,BZ,5.0,607.03,1226.2,373.0,85,4.617996266504775,2.0166065100528914,13.20865660011147,119,0.1270030262030062,58.38076728378453,0.5,0.75,0.98,1.0,1.0,198.33333333333334,10292.806061643836,True,minimum_cost_feasible
SKU0144,AY,5.0,996.51,1508.18,391.0,97,8.409696558065116,1.4514920867801713,19.170837882598544,119,1.88458137732,126.45911498195255,0.5,0.75,0.97,1.0,1.0,217.82926829268294,18637.32358219178,True,minimum_cost_feasible
SKU0145,CZ,5.0,386.26,567.74,304.0,80,4.9956267040613955,2.0806252530198037,12.633044042527265,119,0.0,58.61450837892015,0.5,0.75,0.98,0.9983136593591906,0.8,157.9512195121951,5702.863616438356,True,minimum_cost_feasible
SKU0147,AX,7.0,901.02,2152.72,233.0,99,5.647968887051112,0.5924742774929795,9.922453299450456,117,9.314654023732974,132.23433168976106,0.5,0.9,0.97,1.0,1.0,144.609756097561,11377.015575342468,True,minimum_cost_feasible
SKU0150,AY,5.0,995.95,2301.85,317.0,97,5.515955604399526,0.8006579345947373,11.279034478886729,119,10.411113860797938,82.25993198905618,0.5,0.9,0.97,1.0,1.0,223.21951219512195,18929.317260273972,True,minimum_cost_feasible
