sku_id,class,service_floor,q_multiplier,minimum_order_quantity,order_multiple,safety_stock_quantile,order_quantity,safety_stock,rop,fill_rate,cycle_service_level,avg_inventory,stockout_cost,holding_cost,ordering_cost,total_cost,service_floor_met
SKU0001,CZ,0.98,1.25,1.0,1.0,0.8,769.0,0.33862635064322466,29.139209686275507,1.0,1.0,405.0894308943089,0.0,23748.23193150685,50.0,23798.23193150685,True
SKU0001,CZ,0.98,1.25,1.0,1.0,0.85,769.0,3.0791592456529107,31.879742581285193,1.0,1.0,411.3414634146341,0.0,24114.755239726026,50.0,24164.755239726026,True
SKU0001,CZ,0.98,1.25,1.0,1.0,0.9,769.0,6.034094353760812,34.8346776893931,1.0,1.0,417.5934959349593,0.0,24481.278547945207,50.0,24531.278547945207,True
SKU0001,CZ,0.98,1.25,1.0,1.0,0.95,769.0,14.06548305380662,42.8660663894389,1.0,1.0,423.8455284552846,0.0,24847.801856164384,50.0,24897.801856164384,True
SKU0001,CZ,0.98,1.25,1.0,1.0,0.97,769.0,16.982103748395478,45.782687084027756,1.0,1.0,423.8455284552846,0.0,24847.801856164384,50.0,24897.801856164384,True
SKU0001,CZ,0.98,1.25,1.0,1.0,0.99,769.0,18.803337526736197,47.60392086236848,1.0,1.0,430.0975609756098,0.0,25214.32516438356,50.0,25264.32516438356,True
SKU0001,CZ,0.98,1.5,1.0,1.0,0.75,923.0,0.0,28.800583335632282,1.0,1.0,476.4552845528455,0.0,27932.031150684932,50.0,27982.031150684932,True
SKU0001,CZ,0.98,1.5,1.0,1.0,0.8,923.0,0.33862635064322466,29.139209686275507,1.0,1.0,476.4552845528455,0.0,27932.031150684932,50.0,27982.031150684932,True
SKU0001,CZ,0.98,1.5,1.0,1.0,0.85,923.0,3.0791592456529107,31.879742581285193,1.0,1.0,483.9593495934959,0.0,28371.95444520548,50.0,28421.95444520548,True
SKU0001,CZ,0.98,1.5,1.0,1.0,0.9,923.0,6.034094353760812,34.8346776893931,1.0,1.0,491.4634146341463,0.0,28811.877739726024,50.0,28861.877739726024,True
SKU0001,CZ,0.98,1.5,1.0,1.0,0.95,923.0,14.06548305380662,42.8660663894389,1.0,1.0,498.9674796747967,0.0,29251.801034246575,50.0,29301.801034246575,True
SKU0001,CZ,0.98,1.5,1.0,1.0,0.97,923.0,16.982103748395478,45.782687084027756,1.0,1.0,498.9674796747967,0.0,29251.801034246575,50.0,29301.801034246575,True
SKU0001,CZ,0.98,1.5,1.0,1.0,0.99,923.0,18.803337526736197,47.60392086236848,1.0,1.0,506.4715447154472,0.0,29691.724328767123,50.0,29741.724328767123,True
SKU0003,CZ,0.98,0.5,1.0,1.0,0.75,164.0,1.0933645693955314,71.25598693484719,0.8898186889818689,0.6666666666666666,86.58536585365853,8532.79,1412.583904109589,250.0,10195.37390410959,False
SKU0003,CZ,0.98,0.5,1.0,1.0,0.8,164.0,3.4217608490426716,73.58438321449432,0.899581589958159,0.6666666666666666,86.6260162601626,7776.720000000001,1413.247089041096,250.0,9439.967089041096,False
SKU0003,CZ,0.98,0.5,1.0,1.0,0.85,164.0,6.463625651436308,76.62624801688796,0.9065550906555091,0.8333333333333334,93.47154471544715,7236.670000000001,1524.9274315068492,250.0,9011.59743150685,False
SKU0003,CZ,0.98,0.5,1.0,1.0,0.9,164.0,11.748903796089213,81.91152616154086,0.9065550906555091,0.8333333333333334,102.8048780487805,7236.670000000001,1677.194691780822,250.0,9163.864691780824,False
SKU0003,CZ,0.98,0.5,1.0,1.0,0.95,164.0,14.220649405945906,84.38327177139756,0.9065550906555091,0.8333333333333334,104.13821138211382,7236.670000000001,1698.9471575342468,250.0,9185.617157534249,False
SKU0003,CZ,0.98,0.5,1.0,1.0,0.97,164.0,17.303970745448492,87.46659311090015,0.9065550906555091,0.8333333333333334,104.13821138211382,7236.670000000001,1698.9471575342468,250.0,9185.617157534249,False
SKU0003,CZ,0.98,0.5,1.0,1.0,0.99,164.0,19.168097049070983,89.33071941452263,0.9065550906555091,0.8333333333333334,105.47154471544715,7236.670000000001,1720.699623287671,250.0,9207.369623287672,False
SKU0003,CZ,0.98,0.75,1.0,1.0,0.75,246.0,1.0933645693955314,71.25598693484719,0.9065550906555091,0.75,132.8048780487805,7236.670000000001,2166.6251712328767,150.0,9553.295171232878,False
SKU0003,CZ,0.98,0.75,1.0,1.0,0.8,246.0,3.4217608490426716,73.58438321449432,0.9065550906555091,0.75,136.8048780487805,7236.670000000001,2231.8825684931508,150.0,9618.552568493153,False
SKU0003,CZ,0.98,0.75,1.0,1.0,0.85,246.0,6.463625651436308,76.62624801688796,0.9065550906555091,0.75,138.8048780487805,7236.670000000001,2264.511267123288,150.0,9651.18126712329,False
SKU0003,CZ,0.98,0.75,1.0,1.0,0.9,246.0,11.748903796089213,81.91152616154086,0.9065550906555091,0.75,140.8048780487805,7236.670000000001,2297.139965753425,150.0,9683.809965753426,False
SKU0003,CZ,0.98,0.75,1.0,1.0,0.95,246.0,14.220649405945906,84.38327177139756,0.9065550906555091,0.75,140.8048780487805,7236.670000000001,2297.139965753425,150.0,9683.809965753426,False
SKU0003,CZ,0.98,0.75,1.0,1.0,0.97,246.0,17.303970745448492,87.46659311090015,0.9065550906555091,0.75,142.8048780487805,7236.670000000001,2329.768664383562,150.0,9716.438664383562,False
SKU0003,CZ,0.98,0.75,1.0,1.0,0.99,246.0,19.168097049070983,89.33071941452263,0.9065550906555091,0.75,144.8048780487805,7236.670000000001,2362.397363013699,150.0,9749.067363013699,False
SKU0003,CZ,0.98,1.0,1.0,1.0,0.75,327.0,1.0933645693955314,71.25598693484719,0.9065550906555091,0.75,157.26829268292684,7236.670000000001,2565.729863013699,150.0,9952.3998630137,False
SKU0003,CZ,0.98,1.0,1.0,1.0,0.8,327.0,3.4217608490426716,73.58438321449432,0.9065550906555091,0.75,159.9268292682927,7236.670000000001,2609.102157534247,150.0,9995.772157534248,False
SKU0003,CZ,0.98,1.0,1.0,1.0,0.85,327.0,6.463625651436308,76.62624801688796,0.9065550906555091,0.75,165.2439024390244,7236.670000000001,2695.8467465753424,150.0,10082.516746575344,False
SKU0003,CZ,0.98,1.0,1.0,1.0,0.9,327.0,11.748903796089213,81.91152616154086,0.9065550906555091,0.75,173.21951219512195,7236.670000000001,2825.963630136986,150.0,10212.633630136987,False
SKU0003,CZ,0.98,1.0,1.0,1.0,0.95,327.0,14.220649405945906,84.38327177139756,0.9065550906555091,0.75,175.8780487804878,7236.670000000001,2869.3359246575346,150.0,10256.005924657537,False
SKU0003,CZ,0.98,1.0,1.0,1.0,0.97,327.0,17.303970745448492,87.46659311090015,0.9065550906555091,0.75,175.8780487804878,7236.670000000001,2869.3359246575346,150.0,10256.005924657537,False
SKU0003,CZ,0.98,1.0,1.0,1.0,0.99,327.0,19.168097049070983,89.33071941452263,0.9065550906555091,0.75,175.8780487804878,7236.670000000001,2869.3359246575346,150.0,10256.005924657537,False
SKU0003,CZ,0.98,1.25,1.0,1.0,0.75,409.0,1.0933645693955314,71.25598693484719,0.9065550906555091,0.6666666666666666,226.739837398374,7236.670000000001,3699.1129109589046,100.0,11035.782910958906,False
SKU0003,CZ,0.98,1.25,1.0,1.0,0.8,409.0,3.4217608490426716,73.58438321449432,0.9065550906555091,0.6666666666666666,230.0650406504065,7236.670000000001,3753.3614383561644,100.0,11090.031438356165,False
SKU0003,CZ,0.98,1.25,1.0,1.0,0.85,409.0,6.463625651436308,76.62624801688796,0.9065550906555091,0.6666666666666666,230.0650406504065,7236.670000000001,3753.3614383561644,100.0,11090.031438356165,False
SKU0003,CZ,0.98,1.25,1.0,1.0,0.9,409.0,11.748903796089213,81.91152616154086,0.9065550906555091,0.6666666666666666,233.390243902439,7236.670000000001,3807.6099657534246,100.0,11144.279965753425,False
SKU0003,CZ,0.98,1.25,1.0,1.0,0.95,409.0,14.220649405945906,84.38327177139756,0.9065550906555091,0.6666666666666666,233.390243902439,7236.670000000001,3807.6099657534246,100.0,11144.279965753425,False
SKU0003,CZ,0.98,1.25,1.0,1.0,0.97,409.0,17.303970745448492,87.46659311090015,0.9065550906555091,0.6666666666666666,233.390243902439,7236.670000000001,3807.6099657534246,100.0,11144.279965753425,False
SKU0003,CZ,0.98,1.25,1.0,1.0,0.99,409.0,19.168097049070983,89.33071941452263,0.9065550906555091,0.6666666666666666,233.390243902439,7236.670000000001,3807.6099657534246,100.0,11144.279965753425,False
SKU0003,CZ,0.98,1.5,1.0,1.0,0.75,491.0,1.0933645693955314,71.25598693484719,0.9065550906555091,0.6666666666666666,281.5284552845528,7236.670000000001,4592.953561643835,100.0,11929.623561643835,False
SKU0003,CZ,0.98,1.5,1.0,1.0,0.8,491.0,3.4217608490426716,73.58438321449432,0.9065550906555091,0.6666666666666666,285.520325203252,7236.670000000001,4658.078321917808,100.0,11994.74832191781,False
SKU0003,CZ,0.98,1.5,1.0,1.0,0.85,491.0,6.463625651436308,76.62624801688796,0.9065550906555091,0.6666666666666666,285.520325203252,7236.670000000001,4658.078321917808,100.0,11994.74832191781,False
SKU0003,CZ,0.98,1.5,1.0,1.0,0.9,491.0,11.748903796089213,81.91152616154086,0.9065550906555091,0.6666666666666666,289.5121951219512,7236.670000000001,4723.203082191781,100.0,12059.873082191782,False
SKU0003,CZ,0.98,1.5,1.0,1.0,0.95,491.0,14.220649405945906,84.38327177139756,0.9065550906555091,0.6666666666666666,289.5121951219512,7236.670000000001,4723.203082191781,100.0,12059.873082191782,False
SKU0003,CZ,0.98,1.5,1.0,1.0,0.97,491.0,17.303970745448492,87.46659311090015,0.9065550906555091,0.6666666666666666,293.5040650406504,7236.670000000001,4788.327842465754,100.0,12124.997842465755,False
SKU0003,CZ,0.98,1.5,1.0,1.0,0.99,491.0,19.168097049070983,89.33071941452263,0.9065550906555091,0.6666666666666666,293.5040650406504,7236.670000000001,4788.327842465754,100.0,12124.997842465755,False
SKU0005,AY,0.97,0.5,1.0,1.0,0.75,328.0,3.4116965970437505,61.74366308634779,1.0,1.0,176.1869918699187,0.0,11886.246636986301,350.0,12236.246636986301,True
SKU0005,AY,0.97,0.5,1.0,1.0,0.8,328.0,6.862529357861394,65.19449584716543,1.0,1.0,178.85365853658536,0.0,12066.150143835614,350.0,12416.150143835614,True
SKU0005,AY,0.97,0.5,1.0,1.0,0.85,328.0,8.955108562979305,67.28707505228334,1.0,1.0,178.85365853658536,0.0,12066.150143835614,350.0,12416.150143835614,True
SKU0005,AY,0.97,0.5,1.0,1.0,0.9,328.0,12.305207985956343,70.63717447526038,1.0,1.0,184.1869918699187,0.0,12425.957157534247,350.0,12775.957157534247,True
SKU0005,AY,0.97,0.5,1.0,1.0,0.95,328.0,16.898724208871183,75.23069069817522,1.0,1.0,194.85365853658536,0.0,13145.571184931507,350.0,13495.571184931507,True
SKU0005,AY,0.97,0.5,1.0,1.0,0.97,328.0,20.744184737535157,79.07615122683919,1.0,1.0,197.52032520325204,0.0,13325.47469178082,350.0,13675.47469178082,True
SKU0005,AY,0.97,0.5,1.0,1.0,0.99,328.0,26.418951832902096,84.75091832220613,1.0,1.0,200.1869918699187,0.0,13505.378198630136,350.0,13855.378198630136,True
SKU0005,AY,0.97,0.75,1.0,1.0,0.75,492.0,3.4116965970437505,61.74366308634779,1.0,1.0,253.52032520325204,0.0,17103.44833561644,250.0,17353.44833561644,True
SKU0005,AY,0.97,0.75,1.0,1.0,0.8,492.0,6.862529357861394,65.19449584716543,1.0,1.0,257.520325203252,0.0,17373.30359589041,250.0,17623.30359589041,True
SKU0005,AY,0.97,0.75,1.0,1.0,0.85,492.0,8.955108562979305,67.28707505228334,1.0,1.0,257.520325203252,0.0,17373.30359589041,250.0,17623.30359589041,True
SKU0005,AY,0.97,0.75,1.0,1.0,0.9,492.0,12.305207985956343,70.63717447526038,1.0,1.0,257.520325203252,0.0,17373.30359589041,250.0,17623.30359589041,True
SKU0005,AY,0.97,0.75,1.0,1.0,0.95,492.0,16.898724208871183,75.23069069817522,1.0,1.0,265.520325203252,0.0,17913.014116438353,250.0,18163.014116438353,True
SKU0005,AY,0.97,0.75,1.0,1.0,0.97,492.0,20.744184737535157,79.07615122683919,1.0,1.0,269.520325203252,0.0,18182.869376712326,250.0,18432.869376712326,True
SKU0005,AY,0.97,0.75,1.0,1.0,0.99,492.0,26.418951832902096,84.75091832220613,1.0,1.0,273.520325203252,0.0,18452.7246369863,250.0,18702.7246369863,True
SKU0005,AY,0.97,1.0,1.0,1.0,0.75,656.0,3.4116965970437505,61.74366308634779,1.0,1.0,328.1869918699187,0.0,22140.74652739726,200.0,22340.74652739726,True
SKU0005,AY,0.97,1.0,1.0,1.0,0.8,656.0,6.862529357861394,65.19449584716543,1.0,1.0,328.1869918699187,0.0,22140.74652739726,200.0,22340.74652739726,True
SKU0005,AY,0.97,1.0,1.0,1.0,0.85,656.0,8.955108562979305,67.28707505228334,1.0,1.0,328.1869918699187,0.0,22140.74652739726,200.0,22340.74652739726,True
SKU0005,AY,0.97,1.0,1.0,1.0,0.9,656.0,12.305207985956343,70.63717447526038,1.0,1.0,333.520325203252,0.0,22500.55354109589,200.0,22700.55354109589,True
SKU0005,AY,0.97,1.0,1.0,1.0,0.95,656.0,16.898724208871183,75.23069069817522,1.0,1.0,349.520325203252,0.0,23579.974582191775,200.0,23779.974582191775,True
SKU0005,AY,0.97,1.0,1.0,1.0,0.97,656.0,20.744184737535157,79.07615122683919,1.0,1.0,349.520325203252,0.0,23579.974582191775,200.0,23779.974582191775,True
SKU0005,AY,0.97,1.0,1.0,1.0,0.99,656.0,26.418951832902096,84.75091832220613,1.0,1.0,354.8536585365854,0.0,23939.781595890414,200.0,24139.781595890414,True
SKU0005,AY,0.97,1.25,1.0,1.0,0.75,820.0,3.4116965970437505,61.74366308634779,1.0,1.0,441.520325203252,0.0,29786.645568493146,150.0,29936.645568493146,True
SKU0005,AY,0.97,1.25,1.0,1.0,0.8,820.0,6.862529357861394,65.19449584716543,1.0,1.0,441.520325203252,0.0,29786.645568493146,150.0,29936.645568493146,True
SKU0005,AY,0.97,1.25,1.0,1.0,0.85,820.0,8.955108562979305,67.28707505228334,1.0,1.0,441.520325203252,0.0,29786.645568493146,150.0,29936.645568493146,True
SKU0005,AY,0.97,1.25,1.0,1.0,0.9,820.0,12.305207985956343,70.63717447526038,1.0,1.0,448.1869918699187,0.0,30236.404335616437,150.0,30386.404335616437,True
SKU0005,AY,0.97,1.25,1.0,1.0,0.95,820.0,16.898724208871183,75.23069069817522,1.0,1.0,454.8536585365854,0.0,30686.163102739727,150.0,30836.163102739727,True
SKU0005,AY,0.97,1.25,1.0,1.0,0.97,820.0,20.744184737535157,79.07615122683919,1.0,1.0,454.8536585365854,0.0,30686.163102739727,150.0,30836.163102739727,True
SKU0005,AY,0.97,1.25,1.0,1.0,0.99,820.0,26.418951832902096,84.75091832220613,1.0,1.0,461.520325203252,0.0,31135.921869863014,150.0,31285.921869863014,True
SKU0005,AY,0.97,1.5,1.0,1.0,0.75,984.0,3.4116965970437505,61.74366308634779,1.0,1.0,469.520325203252,0.0,31675.63239041096,150.0,31825.63239041096,True
SKU0005,AY,0.97,1.5,1.0,1.0,0.8,984.0,6.862529357861394,65.19449584716543,1.0,1.0,469.520325203252,0.0,31675.63239041096,150.0,31825.63239041096,True
SKU0005,AY,0.97,1.5,1.0,1.0,0.85,984.0,8.955108562979305,67.28707505228334,1.0,1.0,469.520325203252,0.0,31675.63239041096,150.0,31825.63239041096,True
SKU0005,AY,0.97,1.5,1.0,1.0,0.9,984.0,12.305207985956343,70.63717447526038,1.0,1.0,469.520325203252,0.0,31675.63239041096,150.0,31825.63239041096,True
SKU0005,AY,0.97,1.5,1.0,1.0,0.95,984.0,16.898724208871183,75.23069069817522,1.0,1.0,485.520325203252,0.0,32755.053431506847,150.0,32905.05343150685,True
SKU0005,AY,0.97,1.5,1.0,1.0,0.97,984.0,20.744184737535157,79.07615122683919,1.0,1.0,493.520325203252,0.0,33294.76395205479,150.0,33444.76395205479,True
SKU0005,AY,0.97,1.5,1.0,1.0,0.99,984.0,26.418951832902096,84.75091832220613,1.0,1.0,501.520325203252,0.0,33834.474472602735,150.0,33984.474472602735,True
SKU0007,AX,0.97,0.5,1.0,1.0,0.75,264.0,8.795910665297978,84.27410811303943,0.9993308798929408,0.9166666666666666,150.82926829268294,1030.54,15135.001150684933,550.0,16715.541150684934,True
SKU0007,AX,0.97,0.5,1.0,1.0,0.8,264.0,10.254794269272637,85.73299171701409,0.9993308798929408,0.9166666666666666,150.82926829268294,1030.54,15135.001150684933,550.0,16715.541150684934,True
SKU0007,AX,0.97,0.5,1.0,1.0,0.85,264.0,13.24517161887773,88.72336906661918,0.9993308798929408,0.9166666666666666,150.82926829268294,1030.54,15135.001150684933,550.0,16715.541150684934,True
SKU0007,AX,0.97,0.5,1.0,1.0,0.9,264.0,16.61247992855345,92.0906773762949,0.9993308798929408,0.9166666666666666,150.82926829268294,1030.54,15135.001150684933,550.0,16715.541150684934,True
SKU0007,AX,0.97,0.5,1.0,1.0,0.95,264.0,22.118361254849088,97.59655870259054,1.0,1.0,151.1869918699187,0.0,15170.89701369863,550.0,15720.89701369863,True
SKU0007,AX,0.97,0.5,1.0,1.0,0.97,264.0,24.39101431174712,99.86921175948856,1.0,1.0,155.47967479674796,0.0,15601.647369863012,550.0,16151.647369863012,True
SKU0007,AX,0.97,0.5,1.0,1.0,0.99,264.0,29.167973777987278,104.64617122572872,1.0,1.0,155.47967479674796,0.0,15601.647369863012,550.0,16151.647369863012,True
SKU0007,AX,0.97,0.75,1.0,1.0,0.75,396.0,8.795910665297978,84.27410811303943,0.9993308798929408,0.8888888888888888,214.08130081300814,1030.54,21482.042383561646,400.0,22912.582383561647,True
SKU0007,AX,0.97,0.75,1.0,1.0,0.8,396.0,10.254794269272637,85.73299171701409,0.9993308798929408,0.8888888888888888,214.08130081300814,1030.54,21482.042383561646,400.0,22912.582383561647,True
SKU0007,AX,0.97,0.75,1.0,1.0,0.85,396.0,13.24517161887773,88.72336906661918,0.9993308798929408,0.8888888888888888,214.08130081300814,1030.54,21482.042383561646,400.0,22912.582383561647,True
SKU0007,AX,0.97,0.75,1.0,1.0,0.9,396.0,16.61247992855345,92.0906773762949,1.0,1.0,218.79674796747966,0.0,21955.215123287668,400.0,22355.215123287668,True
SKU0007,AX,0.97,0.75,1.0,1.0,0.95,396.0,22.118361254849088,97.59655870259054,1.0,1.0,222.01626016260164,0.0,22278.27789041096,400.0,22678.27789041096,True
SKU0007,AX,0.97,0.75,1.0,1.0,0.97,396.0,24.39101431174712,99.86921175948856,1.0,1.0,222.01626016260164,0.0,22278.27789041096,400.0,22678.27789041096,True
SKU0007,AX,0.97,0.75,1.0,1.0,0.99,396.0,29.167973777987278,104.64617122572872,1.0,1.0,222.01626016260164,0.0,22278.27789041096,400.0,22678.27789041096,True
SKU0007,AX,0.97,1.0,1.0,1.0,0.75,527.0,8.795910665297978,84.27410811303943,1.0,1.0,282.9430894308943,0.0,28391.99601369863,300.0,28691.99601369863,True
SKU0007,AX,0.97,1.0,1.0,1.0,0.8,527.0,10.254794269272637,85.73299171701409,1.0,1.0,282.9430894308943,0.0,28391.99601369863,300.0,28691.99601369863,True
SKU0007,AX,0.97,1.0,1.0,1.0,0.85,527.0,13.24517161887773,88.72336906661918,1.0,1.0,282.9430894308943,0.0,28391.99601369863,300.0,28691.99601369863,True
SKU0007,AX,0.97,1.0,1.0,1.0,0.9,527.0,16.61247992855345,92.0906773762949,1.0,1.0,282.9430894308943,0.0,28391.99601369863,300.0,28691.99601369863,True
SKU0007,AX,0.97,1.0,1.0,1.0,0.95,527.0,22.118361254849088,97.59655870259054,1.0,1.0,291.5121951219512,0.0,29251.865095890407,300.0,29551.865095890407,True
SKU0007,AX,0.97,1.0,1.0,1.0,0.97,527.0,24.39101431174712,99.86921175948856,1.0,1.0,291.5121951219512,0.0,29251.865095890407,300.0,29551.865095890407,True
SKU0007,AX,0.97,1.0,1.0,1.0,0.99,527.0,29.167973777987278,104.64617122572872,1.0,1.0,300.0813008130081,0.0,30111.734178082188,300.0,30411.734178082188,True
SKU0007,AX,0.97,1.25,1.0,1.0,0.75,659.0,8.795910665297978,84.27410811303943,0.9979926396788223,0.8333333333333334,348.4227642276423,3091.62,34962.57057534246,250.0,38304.190575342465,True
SKU0007,AX,0.97,1.25,1.0,1.0,0.8,659.0,10.254794269272637,85.73299171701409,0.9979926396788223,0.8333333333333334,348.4227642276423,3091.62,34962.57057534246,250.0,38304.190575342465,True
SKU0007,AX,0.97,1.25,1.0,1.0,0.85,659.0,13.24517161887773,88.72336906661918,0.9979926396788223,0.8333333333333334,348.4227642276423,3091.62,34962.57057534246,250.0,38304.190575342465,True
SKU0007,AX,0.97,1.25,1.0,1.0,0.9,659.0,16.61247992855345,92.0906773762949,0.9979926396788223,0.8333333333333334,348.4227642276423,3091.62,34962.57057534246,250.0,38304.190575342465,True
SKU0007,AX,0.97,1.25,1.0,1.0,0.95,659.0,22.118361254849088,97.59655870259054,1.0,1.0,365.0731707317073,0.0,36633.35983561644,250.0,36883.35983561644,True
SKU0007,AX,0.97,1.25,1.0,1.0,0.97,659.0,24.39101431174712,99.86921175948856,1.0,1.0,365.0731707317073,0.0,36633.35983561644,250.0,36883.35983561644,True
SKU0007,AX,0.97,1.25,1.0,1.0,0.99,659.0,29.167973777987278,104.64617122572872,1.0,1.0,370.4308943089431,0.0,37170.981965753424,250.0,37420.981965753424,True
SKU0007,AX,0.97,1.5,1.0,1.0,0.75,791.0,8.795910665297978,84.27410811303943,1.0,1.0,432.0081300813008,0.0,43349.965294520545,200.0,43549.965294520545,True
SKU0007,AX,0.97,1.5,1.0,1.0,0.8,791.0,10.254794269272637,85.73299171701409,1.0,1.0,432.0081300813008,0.0,43349.965294520545,200.0,43549.965294520545,True
SKU0007,AX,0.97,1.5,1.0,1.0,0.85,791.0,13.24517161887773,88.72336906661918,1.0,1.0,432.0081300813008,0.0,43349.965294520545,200.0,43549.965294520545,True
SKU0007,AX,0.97,1.5,1.0,1.0,0.9,791.0,16.61247992855345,92.0906773762949,1.0,1.0,432.0081300813008,0.0,43349.965294520545,200.0,43549.965294520545,True
SKU0007,AX,0.97,1.5,1.0,1.0,0.95,791.0,22.118361254849088,97.59655870259054,1.0,1.0,432.0081300813008,0.0,43349.965294520545,200.0,43549.965294520545,True
SKU0007,AX,0.97,1.5,1.0,1.0,0.97,791.0,24.39101431174712,99.86921175948856,1.0,1.0,432.0081300813008,0.0,43349.965294520545,200.0,43549.965294520545,True
SKU0007,AX,0.97,1.5,1.0,1.0,0.99,791.0,29.167973777987278,104.64617122572872,1.0,1.0,432.0081300813008,0.0,43349.965294520545,200.0,43549.965294520545,True
SKU0008,CZ,0.98,0.5,1.0,1.0,0.75,246.0,0.0,57.548265056586686,1.0,1.0,142.83739837398375,0.0,6396.6803630137,100.0,6496.6803630137,True
SKU0008,CZ,0.98,0.5,1.0,1.0,0.8,246.0,0.0,57.548265056586686,1.0,1.0,142.83739837398375,0.0,6396.6803630137,100.0,6496.6803630137,True
SKU0008,CZ,0.98,0.5,1.0,1.0,0.85,246.0,1.7743584606314726,59.32262351721816,1.0,1.0,146.83739837398375,0.0,6575.8121712328775,100.0,6675.8121712328775,True
SKU0008,CZ,0.98,0.5,1.0,1.0,0.9,246.0,4.781487921610968,62.329752978197654,1.0,1.0,148.83739837398375,0.0,6665.378075342467,100.0,6765.378075342467,True
