sku_id,avg_inventory,total_demand,total_sales,num_days,daily_demand,DOI,fill_rate,lost_sales,CV
SKU0046,254.25195618153364,11127,11043,639,17.413145539906104,14.60115035499236,0.9924507953626315,84,0.40992122504789646
SKU0047,325.4225352112676,13060,13055,639,20.438184663536777,15.922281776416538,0.9996171516079633,5,0.43053431887222554
SKU0048,450.0031298904538,5695,5695,639,8.912363067292645,50.4920105355575,1.0,0,0.48224006046343565
SKU0049,331.414710485133,9857,9857,639,15.42566510172144,21.484630212032055,1.0,0,0.41781774634840513
SKU0050,222.22378716744913,17708,17708,639,27.712050078247263,8.019030946464873,1.0,0,0.39615952724294734
SKU0051,176.13145539906102,17953,12593,639,28.09546165884194,6.269035815741101,0.7014426558235393,5360,0.3854891739008026
SKU0052,421.23943661971833,5769,5769,639,9.028169014084508,46.65834633385335,1.0,0,0.48048515963954924
SKU0053,322.3302034428795,4409,4389,639,6.899843505477309,46.71558176457246,0.995463823996371,20,0.5263719088444309
SKU0054,244.29890453834116,12988,10978,639,20.32550860719875,12.019325531259623,0.8452417616261164,2010,0.3972606597269107
SKU0055,192.56338028169014,18122,14797,639,28.359937402190923,6.78997903101203,0.8165213552588014,3325,0.3953831718414813
SKU0056,312.8153364632238,12914,10624,639,20.209702660406887,15.47847297506582,0.8226730679882298,2290,0.41794664626598005
SKU0057,365.641627543036,17807,17741,639,27.86697965571205,13.120963665974056,0.9962935924074802,66,0.3825795488055194
SKU0058,287.2018779342723,10692,10692,639,16.732394366197184,17.16442199775533,1.0,0,0.4266269948509207
SKU0059,269.76369327073553,4237,4237,639,6.630672926447574,40.68421052631579,1.0,0,0.5336713446304864
SKU0060,241.97496087636932,10919,10914,639,17.087636932707355,14.160820587965931,0.9995420826082975,5,0.4276996730834756
SKU0061,372.36306729264476,18048,17985,639,28.24413145539906,13.183732269503546,0.9965093085106383,63,0.39826606742773685
SKU0062,395.2316118935837,10117,10117,639,15.832550860719875,24.963230206582978,1.0,0,0.42946552160372264
SKU0063,454.8622848200313,10128,10125,639,15.849765258215962,28.698360979462876,0.9997037914691943,3,0.41151376682167584
SKU0064,333.8716744913928,10772,10764,639,16.857589984350547,19.805421463052358,0.9992573338284441,8,0.4085481793835641
SKU0065,182.0,10271,10253,639,16.073552425665103,11.32294810631876,0.998247492941291,18,0.4293922135973372
SKU0066,383.1111111111111,18101,17317,639,28.327073552425666,13.524556654328489,0.9566874758300646,784,0.39167343199375343
SKU0067,518.6400625978091,5788,5788,639,9.057902973395931,57.258293020041464,1.0,0,0.48566881242971865
SKU0068,243.1455399061033,10959,10332,639,17.150234741784036,14.177388447851083,0.9427867506159321,627,0.43107753295519663
SKU0069,515.1095461658842,3658,3658,639,5.724569640062597,89.98223072717333,1.0,0,0.5711153814853432
SKU0070,234.7433489827856,4316,4271,639,6.754303599374022,34.75463392029657,0.9895736793327155,45,0.5172898088077365
SKU0071,343.8701095461659,10079,9885,639,15.773082942097027,21.80107153487449,0.9807520587359857,194,0.4234245176508119
SKU0072,379.65727699530515,9909,9909,639,15.507042253521126,24.48289433848017,1.0,0,0.423651643443384
SKU0073,515.0469483568075,8638,8638,639,13.517996870109545,38.10083352627924,1.0,0,0.44146495116780854
SKU0074,114.63067292644757,14542,10584,639,22.757433489827857,5.037065052950076,0.7278228579287581,3958,0.3977849049843401
SKU0075,346.8716744913928,10950,9849,639,17.136150234741784,20.242100456621007,0.8994520547945205,1101,0.4082131315149249
SKU0076,182.8528951486698,7230,6963,639,11.314553990610328,16.160857538035962,0.9630705394190872,267,0.4813954707126581
SKU0077,284.91236306729263,10031,9998,639,15.697965571205009,18.149636128003188,0.9967101983850065,33,0.4329097373269317
SKU0078,365.0610328638498,4335,4335,639,6.784037558685446,53.811764705882354,1.0,0,0.528203914613324
SKU0079,468.8888888888889,3558,3558,639,5.568075117370892,84.21023046655425,1.0,0,0.5459070430388404
SKU0080,327.27856025039125,10086,10086,639,15.784037558685446,20.734780884394212,1.0,0,0.43137741624930814
SKU0081,364.90140845070425,3684,3684,639,5.765258215962441,63.29315960912053,1.0,0,0.548367757602969
SKU0082,170.34741784037558,18463,16311,639,28.89358372456964,5.895683258408709,0.8834425607972702,2152,0.3781659339627997
SKU0083,189.22691705790297,18031,17243,639,28.21752738654147,6.706006322444678,0.9562974876601409,788,0.3856012145757156
SKU0084,497.7042253521127,14672,14672,639,22.960876369327075,21.676185932388222,1.0,0,0.39946917259066494
SKU0085,458.63380281690144,5758,5758,639,9.01095461658842,50.89736019451199,1.0,0,0.495344571171153
SKU0086,273.0735524256651,7016,7016,639,10.979655712050079,24.870866590649946,1.0,0,0.4720525271177665
SKU0087,186.14397496087636,8719,8456,639,13.644757433489827,13.64216079825668,0.9698359903658677,263,0.42588332806530993
SKU0088,207.2754303599374,14471,13014,639,22.646322378716746,9.15271923156658,0.8993158731255615,1457,0.414092052614203
SKU0089,245.1752738654147,13101,12139,639,20.502347417840376,11.958400122128081,0.9265704908022289,962,0.4140838076775813
SKU0090,383.82472613458526,8713,8713,639,13.635367762128325,28.149202341329048,1.0,0,0.4391503517323169
SKU0091,459.86384976525824,10909,10909,639,17.071987480438185,26.936749472912275,1.0,0,0.40732213167059717
SKU0092,491.40532081377154,4227,4227,639,6.615023474178404,74.28625502720605,1.0,0,0.5227577704076127
SKU0093,312.7230046948357,12840,12075,639,20.093896713615024,15.563084112149534,0.9404205607476636,765,0.40818515340953526
SKU0094,478.735524256651,13174,13174,639,20.61658841940532,23.22088963109154,1.0,0,0.4221949111431787
SKU0095,260.00625978090767,14403,12597,639,22.539906103286384,11.535374574741374,0.8746094563632577,1806,0.41078096329547065
SKU0096,316.85758998435057,5824,5824,639,9.114241001564945,34.76510989010989,1.0,0,0.5088853591158446
SKU0097,293.3317683881064,14040,12983,639,21.971830985915492,13.350356125356125,0.9247150997150997,1057,0.40808868019270494
SKU0098,193.5133020344288,10903,10420,639,17.06259780907668,11.341373933779694,0.9557002659818399,483,0.44257286587970895
SKU0099,297.21752738654146,10239,10239,639,16.023474178403756,18.548881726731125,1.0,0,0.4521357144756918
SKU0100,347.07668231611893,10008,10008,639,15.661971830985916,22.160471622701838,1.0,0,0.44115040609676964
SKU0101,335.57433489827855,5658,5658,639,8.854460093896714,37.898904206433365,1.0,0,0.47495100902955323
SKU0102,283.3521126760563,10852,10642,639,16.982785602503913,16.68466642093623,0.9806487283450055,210,0.4232203084161674
SKU0103,381.6447574334898,5822,5822,639,9.11111111111111,41.88783923050498,1.0,0,0.49136536065199027
SKU0104,425.77464788732397,3666,3666,639,5.737089201877934,74.21440261865794,1.0,0,0.5704665380142759
SKU0105,168.69483568075117,10198,8147,639,15.959311424100157,10.570307903510491,0.798882133751716,2051,0.4263710233238628
SKU0106,338.414710485133,13008,13008,639,20.356807511737088,16.624154366543667,1.0,0,0.40805440556740424
SKU0107,473.2488262910798,7143,7143,639,11.178403755868544,42.335993280134396,1.0,0,0.46626194797084225
SKU0108,319.19561815336465,4225,4213,639,6.611893583724569,48.27597633136095,0.9971597633136094,12,0.526845610405156
SKU0109,408.8998435054773,10775,10775,639,16.8622848200313,24.24937354988399,1.0,0,0.4214394693395664
SKU0110,452.1079812206573,8650,8650,639,13.536776212832551,33.398497109826586,1.0,0,0.4380822930338915
SKU0111,262.0438184663537,5744,5744,639,8.98904538341158,29.151462395543177,1.0,0,0.47551920027529054
SKU0112,393.00469483568077,4346,4346,639,6.801251956181534,57.784169351127474,1.0,0,0.5377383171399834
SKU0113,342.11267605633805,8516,8081,639,13.327073552425665,25.67050258337248,0.9489196806012212,435,0.42922517273920546
SKU0114,415.4131455399061,4314,4314,639,6.751173708920188,61.531988873435324,1.0,0,0.5232462193341328
SKU0115,396.78247261345854,7173,7173,639,11.225352112676056,35.34699567823784,1.0,0,0.4746434467594702
SKU0116,262.90140845070425,8680,8133,639,13.583724569640063,19.35414746543779,0.9369815668202764,547,0.4458327367136076
SKU0117,283.61658841940533,14701,13396,639,23.00625978090767,12.32780082987552,0.9112305285354738,1305,0.4074678338837286
SKU0118,460.810641627543,18453,18453,639,28.877934272300468,15.95718853302986,1.0,0,0.39099051390400325
SKU0119,169.7793427230047,14354,11901,639,22.46322378716745,7.558102271143932,0.8291068691653894,2453,0.40721015551084827
SKU0120,305.09389671361504,10198,10148,639,15.959311424100157,19.11698372229849,0.9950970778584036,50,0.41978185833458437
SKU0121,243.1471048513302,18408,15168,639,28.8075117370892,8.440406345067363,0.8239895697522817,3240,0.3926176032060769
SKU0122,303.15179968701096,14235,12458,639,22.27699530516432,13.60828942746751,0.87516684229013,1777,0.3834358879765939
SKU0123,243.10798122065728,18175,17497,639,28.44287949921753,8.547235213204951,0.9626960110041265,678,0.40657499965789934
SKU0124,314.15492957746477,17870,17870,639,27.965571205007826,11.233631785114715,1.0,0,0.3951131039445942
SKU0125,396.30046948356807,13040,13040,639,20.406885758998435,19.419938650306747,1.0,0,0.4169808395929455
SKU0126,476.773082942097,5830,5830,639,9.123630672926447,52.256946826758146,1.0,0,0.4658103554009797
SKU0127,221.23161189358373,5670,5667,639,8.873239436619718,24.932451499118166,0.9994708994708995,3,0.4737623903358933
SKU0128,137.20344287949922,13013,9730,639,20.364632237871675,6.73733958349343,0.7477138246369016,3283,0.39633417356305245
SKU0129,496.4820031298905,4268,4268,639,6.679186228482003,74.33270852858483,1.0,0,0.5203737219665306
SKU0130,318.4115805946792,3667,3667,639,5.738654147104851,55.4854104172348,1.0,0,0.5503293730985811
SKU0131,430.8372456964006,4323,4323,639,6.765258215962441,63.68378440897525,1.0,0,0.5103273686623299
SKU0132,342.1064162754304,8523,8523,639,13.338028169014084,25.64894990026986,1.0,0,0.4343873864296956
SKU0133,415.26134585289515,8976,8976,639,14.046948356807512,29.562388591800357,1.0,0,0.4307741090687744
SKU0134,262.7151799687011,18150,17707,639,28.4037558685446,9.24931129476584,0.9755922865013774,443,0.39030551419763304
SKU0135,228.54773082942097,14396,11080,639,22.528951486697967,10.14462350652959,0.7696582383995554,3316,0.4060081670673128
SKU0136,304.5023474178404,14544,14338,639,22.760563380281692,13.378506600660065,0.9858360836083608,206,0.4012857541457528
SKU0137,254.95618153364632,5827,5827,639,9.118935837245697,27.958984039814652,1.0,0,0.47298988118815805
SKU0138,283.3552425665102,10774,9681,639,16.86071987480438,16.80564321514758,0.898552069797661,1093,0.42563575410652105
SKU0139,426.30203442879497,4330,4330,639,6.77621283255086,62.91154734411086,1.0,0,0.535191789859665
SKU0140,263.3787167449139,10083,8584,639,15.779342723004694,16.691361697907368,0.8513339283943271,1499,0.42404252044866075
SKU0141,301.3928012519562,7277,6783,639,11.38810641627543,26.46557647382163,0.9321148825065274,494,0.4614380044370167
SKU0142,361.50704225352115,14169,13869,639,22.173708920187792,16.30340885030701,0.9788270167266568,300,0.3878928911899233
SKU0143,524.9154929577464,7230,7230,639,11.314553990610328,46.39294605809128,1.0,0,0.46575423046680814
SKU0144,436.1205007824726,17734,17683,639,27.752738654147105,15.71450321416488,0.997124168264351,51,0.40708383058634645
SKU0145,438.78403755868544,7284,7284,639,11.39906103286385,38.49299835255354,1.0,0,0.46619188201047423
SKU0146,312.83881064162756,10261,10261,639,16.05790297339593,19.481921839976614,1.0,0,0.4343358822006133
SKU0147,304.02973395931144,12725,12725,639,19.913928012519563,15.267190569744598,1.0,0,0.40505172512889903
SKU0148,378.4773082942097,9985,9715,639,15.625978090766823,24.221031547320983,0.9729594391587381,270,0.4356186673428916
SKU0149,488.9186228482003,7063,7063,639,11.05320813771518,44.23318703100666,1.0,0,0.4862046364334985
SKU0150,399.60406885759,10173,10173,639,15.92018779342723,25.100462007274157,1.0,0,0.41359459993639336
