sku_id,date,demand,sales_quantity,inventory_level,order_received,category,lead_time,safety_stock,reorder_point,order_quantity,unit_cost,unit_price
SKU0001,2024-03-25,7,7,402,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-03-26,3,3,399,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-03-27,4,4,395,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-03-28,4,4,391,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-03-29,6,6,385,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-03-30,9,9,376,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-03-31,6,6,370,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-01,8,8,362,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-02,13,13,349,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-03,6,6,343,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-04,8,8,335,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-05,8,8,327,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-06,10,10,317,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-07,11,11,306,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-08,2,2,304,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-09,7,7,297,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-10,7,7,290,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-11,2,2,288,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-12,6,6,282,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-13,8,8,274,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-14,12,12,262,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-15,7,7,255,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-16,4,4,251,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-17,16,16,235,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-18,5,5,230,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-19,5,5,225,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-20,4,4,221,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-21,9,9,212,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-22,6,6,206,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-23,8,8,198,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-24,5,5,193,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-25,7,7,186,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-26,9,9,177,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-27,9,9,168,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-28,3,3,165,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-29,10,10,155,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-04-30,6,6,149,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-01,6,6,143,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-02,8,8,135,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-03,8,8,127,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-04,8,8,119,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-05,10,10,109,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-06,5,5,104,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-07,13,13,706,615,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-08,7,7,699,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-09,12,12,687,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-10,2,2,685,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-11,7,7,678,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-12,4,4,674,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-13,4,4,670,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-14,4,4,666,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-15,8,8,658,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-16,6,6,652,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-17,5,5,647,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-18,1,1,646,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-19,8,8,638,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-20,6,6,632,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-21,8,8,624,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-22,7,7,617,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-23,6,6,611,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-24,4,4,607,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-25,4,4,603,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-26,8,8,595,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-27,9,9,586,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-28,7,7,579,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-29,10,10,569,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-30,7,7,562,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-05-31,9,9,553,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-01,6,6,547,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-02,3,3,544,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-03,8,8,536,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-04,5,5,531,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-05,8,8,523,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-06,2,2,521,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-07,4,4,517,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-08,10,10,507,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-09,7,7,500,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-10,6,6,494,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-11,8,8,486,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-12,2,2,484,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-13,7,7,477,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-14,6,6,471,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-15,7,7,464,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-16,2,2,462,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-17,5,5,457,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-18,2,2,455,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-19,2,2,453,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-20,9,9,444,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-21,5,5,439,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-22,5,5,434,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-23,5,5,429,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-24,7,7,422,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-25,5,5,417,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-26,8,8,409,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-27,8,8,401,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-28,8,8,393,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-29,7,7,386,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-06-30,3,3,383,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-01,11,11,372,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-02,1,1,371,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-03,9,9,362,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-04,10,10,352,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-05,5,5,347,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-06,7,7,340,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-07,6,6,334,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-08,7,7,327,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-09,7,7,320,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-10,3,3,317,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-11,6,6,311,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-12,6,6,305,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-13,2,2,303,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-14,6,6,297,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-15,5,5,292,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-16,8,8,284,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-17,8,8,276,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-18,8,8,268,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-19,6,6,262,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-20,1,1,261,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-21,3,3,258,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-22,4,4,254,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-23,0,0,254,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-24,2,2,252,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-25,6,6,246,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-26,3,3,243,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-27,9,9,234,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-28,3,3,231,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-29,1,1,230,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-30,3,3,227,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-07-31,0,0,227,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-01,2,2,225,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-02,5,5,220,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-03,5,5,215,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-04,0,0,215,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-05,4,4,211,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-06,7,7,204,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-07,7,7,197,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-08,6,6,191,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-09,1,1,190,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-10,0,0,190,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-11,3,3,187,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-12,3,3,184,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-13,3,3,181,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-14,3,3,178,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-15,1,1,177,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-16,4,4,173,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-17,10,10,163,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-18,6,6,157,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-19,7,7,150,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-20,6,6,144,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-21,5,5,139,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-22,4,4,135,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-23,5,5,130,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-24,4,4,126,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-25,7,7,119,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-26,3,3,116,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-27,4,4,727,615,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-28,3,3,724,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-29,5,5,719,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-30,3,3,716,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-08-31,4,4,712,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-01,7,7,705,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-02,2,2,703,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-03,0,0,703,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-04,0,0,703,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-05,4,4,699,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-06,1,1,698,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-07,1,1,697,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-08,4,4,693,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-09,3,3,690,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-10,5,5,685,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-11,3,3,682,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-12,7,7,675,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-13,2,2,673,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-14,3,3,670,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-15,0,0,670,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-16,2,2,668,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-17,2,2,666,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-18,2,2,664,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-19,4,4,660,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-20,5,5,655,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-21,6,6,649,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-22,2,2,647,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-23,4,4,643,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-24,1,1,642,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-25,4,4,638,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-26,5,5,633,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-27,6,6,627,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-28,2,2,625,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-29,1,1,624,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-09-30,2,2,622,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-01,4,4,618,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-02,4,4,614,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-03,3,3,611,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-04,4,4,607,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-05,3,3,604,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-06,4,4,600,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-07,3,3,597,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-08,1,1,596,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-09,2,2,594,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-10,6,6,588,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-11,1,1,587,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-12,3,3,584,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-13,5,5,579,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-14,4,4,575,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-15,2,2,573,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-16,2,2,571,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-17,3,3,568,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-18,2,2,566,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-19,7,7,559,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-20,3,3,556,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-21,4,4,552,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-22,3,3,549,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-23,0,0,549,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-24,1,1,548,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-25,3,3,545,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-26,1,1,544,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-27,5,5,539,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-28,6,6,533,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-29,5,5,528,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-30,2,2,526,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-10-31,6,6,520,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-01,8,8,512,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-02,2,2,510,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-03,1,1,509,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-04,7,7,502,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-05,4,4,498,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-06,0,0,498,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-07,2,2,496,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-08,1,1,495,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-09,3,3,492,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-10,5,5,487,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-11,8,8,479,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-12,5,5,474,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-13,4,4,470,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-14,12,12,458,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-15,13,13,445,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-16,5,5,440,0,Laptop,5,10,135,615,695.87,1156.65
SKU0001,2024-11-17,7,7,433,0,Laptop,5,10,135,615,695.87,1156.65
